year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2017_mini_cooper,PC,5%,35%  G,25%  UK,UK
2017_mini_cooper,PC,5%,35%  G,25%  UK,OT
2017_mini_cooper,MPV,5%,50%  G,OT,
2017_mini_cooper,PC,5%,35%  G,25%  UK,UK
2017_mini_cooper,PC,5%,35%  G,25%  UK,UK
2017_bmw_coupe,PC,5%,65%  G,15%  UK,UK
2017_rollsroyce_dawn,PC,5%,65%  G,15%  UK,UK
2017_rollsroyce_drophead,PC,5%,65%  G,15%  UK,UK
2017_rollsroyce_ghost,PC,5%,65%  G,15%  UK,UK
2017_bmw_i3ev,PC,5%,35%G,20%  K,G
2017_bmw_i8hybrid,PC,5%,60% G,,G
2017_rollsroyce_phantom,PC,5%,65%  G,15%  UK,UK
2017_rollsroyce_wraith,PC,5%,65%  G,15%  UK,UK
2017_bmw_x1,MPV,5%,35%  G,20%  BR,G
2017_bmw_x3,MPV,30%,35%  G,,US
2017_bmw_x4,MPV,35%,40%  G,,US
2017_bmw_x5,MPV,35%,30%  G,,US
2017_bmw_x6,MPV,35%,30%  G,,US
2017_buick_caprice,PC,3%,81%,15%,A
2017_buick_cascada,PC,6%,32%  PL,15%,PL
2017_buick_enclave,MPV,71%,15%,15%,US
2017_buick_encore,MPV,5%,65%  K,19%  CH,K
2017_buick_envision,MPV,2%,88%  CH,15%,CH
2017_buick_lacrosse,PC,56%,15%,,US
2017_buick_regal,PC,60%,21%  M,15%,CN
2017_buick_verano,PC,64%,15%,,US
2017_cadillac_ats,PC,54%,17%  M,15%,US
2017_cadillac_ct6,PC,52%,19%  M,15%,US
2017_cadillac_ct6hybrid,PC,43%,57%  CH,15%,CH
2017_cadillac_cts,PC,54%,17% M,15%,US
2017_cadillac_elr,PC,,,,US
2017_cadillac_escalade,MPV,49%,38% M,15%,US
2017_cadillac_srx,MPV,,,,
2017_cadillac_xt5,MPV,65%,15%,,US
2017_cadillac_xts,PC,60%,21% M,15%,CN
2017_chevrolet_boltev,PC,27%,54%  K,15%,
2017_chevrolet_camaro,PC,54%,17%  M,15%,US
2017_chevrolet_caprice,PC,3%,81%,,AU
2017_chevrolet_cityexpress,Truck,20%,55%  M,15%  J,M
2017_chevrolet_colorado,Truck,49%,22%  M,15%,US
2017_chevrolet_corvette,PC,64%,15%,,US
2017_chevrolet_cruze,PC,44%,32%  M,15%,US
2017_chevrolet_equinox,MPV,62%,15%,,CN
2017_chevrolet_impala,PC,60%,21% M,,US
2017_chevrolet_malibu,PC,56%,15%,,US
2017_gmc_sierra,Truck,38%,56%  M,15%,US
2017_chevrolet_silverado,Truck,38%,56% M,15%,US
2017_chevrolet_sonic,PC,54%,15%,,US
2017_chevrolet_spark,PC,2%,69%   K,15%,K
2017_chevrolet_spark,PC,,,,
2017_chevrolet_ss,PC,3%,81%,15%,AU
2017_chevrolet_tahoe,MPV,49%,38% M,15%,US
2017_chevrolet_traverse,MPV,71%,15%,15%,US
2017_chevrolet_trax,MPV,55%,15%,,M
2017_chevrolet_trax,MPV,5%,65% K,19%  CH,K
2017_chevrolet_volthybrid,PC,50%,19% M,18% K,US
2017_chrysler_200,PC,66%,17% M,,US
2017_chrysler_300,PC,63%,24%  M,,CN
2017_chrysler_chrysler town & country,MPV,72%,,,CN
2017_chrysler_pacifica,MPV,62%,22% M,,CN
2017_dodge_challenger,PC,60%,29%  M,,CN
2017_dodge_charger,PC,63%,23%  M,,CN
2017_dodge_charger,PC,63%,23% M,,CN
2017_dodge_dart,PC,59%,20%,,US
2017_dodge_durango,MPV,62%,24% M,,US
2017_dodge_grandcaravan,MPV,70%,18%  M,,CN
2017_dodge_journey,MPV,27%,62%  M,,M
2017_dodge_viper,PC,74%,,,US
2017_fiat_500,PC,19%,52%  M,,M
2017_fiat_500,PC,16%,37% K,25%  M,M
2017_ford_cmax,PC,45%,20%  J,15%  M,US
2017_ford_edge,MPV,56%,17%  M,,CN
2017_ford_escape,MPV,55%,15% M,,US
2017_ford_expedition,MPV,62%,,,US
2017_ford_explorer,MPV,56%,,,US
2017_ford_f150,Truck,70%,15% M,,US
2017_ford_fiesta,PC,7%,68%  M,,M
2017_ford_flex,MPV,65%,17% M,,CN
2017_ford_focusev,PC,40%,26%  M,,US
2017_ford_focus,PC,15%,50% G,,G
2017_ford_fusion,PC,25%,60% M,,US
2017_ford_gt,PC,10%,,,CN
2017_ford_mustang,PC,52%,,,US
2017_ford_taurus,PC,65%,,,US
2017_ford_transitconnect,Truck,10%,45% SP,,SP
2017_gmc_acadia,MPV,71%,15%,15%,US
2017_gmc_acadia,MPV,65%,15%,15%,US
2017_gmc_canyon,LT,49%,22%  M,15%,US
2017_gmc_terrain,MPV,62%,15%,,CN
2017_gmc_yukon,MPV,49%,38%  M,15%,US
2017_honda_accord,PC,70%,15% J,,US
2017_honda_accord,PC,70%,15%  J,,US
2017_honda_accordhybrid,PC,70%,15%  J,,J
2017_honda_civic,PC,70%,,,CN
2017_honda_civic,PC,70%,,,CN
2017_honda_civic,PC,70%,,,CN
2017_honda_civic,PC,70%,,,US
2017_honda_civic,PC,70%,,,US
2017_honda_civic,PC,15%,25%  J,20%  UK,UK
2017_honda_civic,PC,15%,25%  J,20%  UK,UK
2017_honda_clarityev,PC,0%,,,J
2017_honda_clarityhybrid,PC,15%,80% J,,J
2017_honda_crv,MPV,75%,,,US
2017_honda_crv,MPV,75%,,,CN
2017_honda_crv,MPV,70%,,,US
2017_honda_crv,MPV,70%,,,US
2017_honda_crv,MPV,70%,,,CN
2017_honda_fit,PC,20%,65% J,,M
2017_honda_fit,PC,20%,65%  J,,M
2017_honda_fit,PC,20%,65%  J,,J
2017_honda_hrv,MPV,20%,35% M,20%  J,M
2017_honda_hrv,MPV,20%,35%  M,20%  J,M
2017_honda_odyssey,MPV,70%,,,US
2017_honda_pilot,MPV,70%,,,US
2017_honda_ridgeline,Truck,75%,,,US
2017_hyundai_accent,PC,0%,92%  K,,K
2017_hyundai_azera,PC,5%,85%K,,K
2017_hyundai_elantra,PC,31%,68%K,,US
2017_hyundai_elantra,PC,30%,69%K,,US
2017_hyundai_elantra,PC,26%,73%K,,US
2017_hyundai_elantra,PC,26%,73%K,,US
2017_hyundai_elantra,PC,26%,73%K,,US
2017_hyundai_elantra,PC,26%,73%K,,US
2017_hyundai_elantra,PC,29%,70% K,,US
2017_hyundai_elantra,PC,28%,71%K,,US
2017_hyundai_elantra,PC,28%,71%K,,US
2017_hyundai_elantra,PC,28%,71%K,,US
2017_hyundai_elantragt,PC,1%,93%  K,,K
2017_hyundai_elantra,PC,0%,97%  K,,K
2017_hyundai_equus,PC,2%,89%  K,,K
2017_hyundai_genesis coupe,PC,3%,78%K,,K
2017_genesis_g80,PC,2%,88%  K,,K
2017_hyundai_ioniqev,PC,0%,88% K,,K
2017_hyundai_ioniqhybrid,PC,0%,85%  K,,K
2017_hyundai_kia niro,PC,2%,88%  K,,K
2017_hyundai_kia optima,PC,54%,46%  K,,
2017_hyundai_kia optima,PC,50%,50%  K,,
2017_hyundai_santafesport,MPV,2%,90%K,,K
2017_hyundai_santafe,MPV,47%,52% K,,US
2017_hyundai_santafesport,MPV,51%,48%K,,US
2017_hyundai_sedona,PC,1%,98%  K,,K
2017_hyundai_sonata,PC,46%,53%  K,,US
2017_hyundai_sonatahybrid,PC,0%,90%,,K
2017_hyundai_sonatahybrid,PC,1%,92%K,,K
2017_hyundai_sonatahybrid,PC,1%,88%  K,,K
2017_hyundai_tucson,MPV,0%,66%  K,20%  J,K
2017_hyundai_veloster,PC,1%,88%  K,,K
2017_infiniti_q50hybrid,PC,0%,95% J,,J
2017_infiniti_q50hybrid,PC,0%,95%  J,,J
2017_infiniti_q60,PC,0%,95%   J,,J
2017_infiniti_q60,PC,0%,95%  J ,,J
2017_infiniti_q70hybrid,PC,0%,100%  J,,J
2017_infiniti_qx30,PC,0%,55%  UK,25%  G,UK
2017_infiniti_qx50,MPV,0%,100%  J,,J
2017_infiniti_qx60,MPV,50%,15%   J,,US
2017_infiniti_qx60hybrid,MPV,50%,15%   J,,US
2017_infiniti_qx70,MPV,0%,100%  J,,J
2017_infiniti_qx80,MPV,5%,95% J,,J
2017_jaguar_fpace,MPV,5%,53% G,40% UK,UK
2017_jaguar_fpace,MPV,12%,44% G,40%  UK,UK
2017_jaguar_fpace,MPV,5%,49% G,45% UK,UK
2017_jaguar_ftype,PC,8%,49%  G,42%  UK,UK
2017_jaguar_ftype,PC,8%,50%  G,41%  UK,UK
2017_jaguar_ftype,PC,7%,49%  G,42%  UK,UK
2017_jaguar_ftype,PC,3%,49% G,44%  UK,UK
2017_jaguar_ftype,PC,7%,54%  G,39%  UK,UK
2017_jaguar_ftype,PC,8%,51%  G,40%  UK,UK
2017_jaguar_ftype,PC,2%,53% G,41% UK,UK
2017_jaguar_ftype,PC,3%,51%  G,43%  UK,UK
2017_jaguar_ftype,PC,3%,47%  G,45%  UK,UK
2017_jaguar_ftype,PC,3%,51%  G,43%  UK,UK
2017_jaguar_ftype,PC,7%,51%  G,41%  UK,UK
2017_jaguar_ftype,PC,3%,47%  G,45%  UK,UK
2017_jaguar_ftype,PC,3%,46%  G,46%  UK,UK
2017_jaguar_ftype,PC,2%,51%  G,43%  UK,UK
2017_jaguar_ftype,PC,2%,52%  G,42%  UK,UK
2017_jaguar_ftype,PC,3%,51%  G,43%  UK,UK
2017_jaguar_ftype,PC,7%,54% G,37%  UK,UK
2017_jaguar_xe,PC,5%,50% G,43% UK,UK
2017_jaguar_xe,PC,5%,48% G,45% UK,UK
2017_jaguar_xe,PC,5%,49% G,44% UK,UK
2017_jaguar_xe,PC,4%,47% G,46% UK,UK
2017_jaguar_xe,PC,4%,50% G,43% UK,UK
2017_jaguar_xf,PC,5%,47% G,46% UK,UK
2017_jaguar_xf,PC,5%,49% G,44% UK,UK
2017_jaguar_xf,PC,5%,48% G,45% UK,UK
2017_jaguar_xf,PC,5%,50% G,47%  UK,UK
2017_jaguar_xf,PC,5%,50% G,47% UK,UK
2017_jaguar_xj,PC,6%,52% G,40%  UK,UK
2017_jaguar_xj,PC,7%,53%  G,39%  UK,UK
2017_jaguar_xj,PC,7%,53%  G,38%  UK,UK
2017_jaguar_xj,PC,7%,50%  G,42%  UK,UK
2017_jaguar_xj,PC,6%,50%  G,42%  UK,UK
2017_jaguar_xj,PC,7%,51%  G,40%  UK,UK
2017_jaguar_xjr,PC,9%,48% G,41%  UK,UK
2017_jaguar_xjr,PC,9%,48% G,41%  UK,UK
2017_jeep_cherokee,MPV,70%,20% M,,US
2017_jeep_compass,MPV,61%,16% M,,US
2017_jeep_grandcherokee,MPV,60%,23%,,US
2017_jeep_jeep c - cuv,MPV,27%,62% M,,M
2017_jeep_patriot,MPV,60%,17% M,,US
2017_jeep_wrangler,MPV,75%,,,US
2017_jeep_wrangler,MPV,74%,,,US
2017_kia_cadenza,PC,0%,94%   K,,K
2017_kia_forte,PC,0%,95%  K,,K
2017_kia_k900,PC,1%,93%  K,,K
2017_kia_nirohybrid,PC,2%,88%  K,,K
2017_kia_optima,PC,83%,17%  K,,US
2017_kia_optima,PC,83%,16%  K,,US
2017_kia_optima,PC,75%,24%  K,,US
2017_kia_optimahybrid,PC,0%,95%  K,,K
2017_kia_rio,PC,0%,96% K,,K
2017_kia_sedona,MPV,1%,98%  K,,K
2017_kia_sorento,MPV,51%,48%  K,,US
2017_kia_sorento,MPV,45%,54%  K,,US
2017_kia_soul,MPV,0%,91%  K,,K
2017_kia_soulev,MPV,0%,95% K,,K
2017_kia_sportage,MPV,0%,95% K,, K
2017_landrover_discovery,MPV,7%,66%   UK,17% G,UK
2017_landrover_discovery,MPV,7%,66%   UK,17%  G,UK
2017_landrover_rangerover,MPV,7%,69%  UK,17%  G,UK
2017_landrover_rangerover,MPV,7%,69%  UK,17%  G,UK
2017_landrover_rangerover,MPV,7%,69%  UK,17%  G,UK
2017_landrover_rangerover,MPV,7%,66%  UK,20%  G,UK
2017_landrover_rangerover,MPV,7%,66%  UK,20%  G,UK
2017_landrover_rangerover,MPV,7%,66%   UK,20% G,UK
2017_landrover_discoverysport,MPV,9%,61%  UK,,UK
2017_landrover_rangeroverevoque,MPV,9%,55%  UK,15% G,UK
2017_lexus_cthybrid,PC,5%,95% J,,J
2017_lexus_eshybrid,PC,5%,95%  J,,J
2017_lexus_gs,PC,0%,100%  J,,J
2017_lexus_gsf,PC,0%,100%  J,,J
2017_lexus_gs,PC,0%,100%  J,,J
2017_lexus_gx,MPV,0%,100%,,J
2017_lexus_is,PC,0%,100%  J,,J
2017_lexus_lc,PC,0%,100%  J,,J
2017_lexus_ls,PC,5%,95%  J,,J
2017_lexus_lx,PC,0%,100% J,,J
2017_lexus_nx,MPV,5%,95%  J,,J
2017_lexus_nxhybrid,MPV,0%,100%  J,,J
2017_lexus_rc,PC,5%,95%  J,,J
2017_lexus_rcf,PC,0%,100%,,J
2017_lexus_rx,MPV,50%,40% J,,"US, J"
2017_lexus_rxhybrid,MPV,35%,55%  J,,"CN, J"
2017_lincoln_continental,PC,50%,21% M,,US
2017_lincoln_mkc,MPV,55%,20% M,,US
2017_lincoln_mks,PC,,,,
2017_lincoln_mkt,MPV,56%,15%  M,,CN
2017_lincoln_mkx,MPV,60%,16%,,CN
2017_lincoln_mkz,PC,25%,60% M,,M
2017_lincoln_navigator,MPV,61%,,,US
2017_fiat_124spider,PC,0%,75% J,20% I,J
2017_mazda_3,PC,10%,65%  M,15%  J,M
2017_mazda_cx3,PC,0%,85% J,,J
2017_mazda_cx5,MPV,0%,90%  J,,J
2017_mazda_cx9,MPV,0%,90%  J,,J
2017_mazda_2,PC,5%,65%  M,15%  J,M
2017_mazda_3,PC,0%,95%  J,,J
2017_mazda_6,PC,0%,95% J,,J
2017_mazda_mx5miata,PC,0%,90%  J,,J
2017_mercedesbenz_bev,PC,0%,70%  G,,G
2017_mercedesbenz_c,PC,0%,64%  G,,G
2017_mercedesbenz_c,PC,0%,64%  G,,G
2017_mercedesbenz_c,PC,0%,64%  G,,G
2017_mercedesbenz_c,PC,0%,71%  G,,G
2017_mercedesbenz_c,PC,0%,71%,,G
2017_mercedesbenz_c,PC,0%,71%  G,,G
2017_mercedesbenz_cla,PC,0%,42% G,27%  H,G
2017_mercedesbenz_cls,PC,0%,75%  G,,G
2017_mercedesbenz_cls,PC,0%,75%  G,,G
2017_mercedesbenz_cls,PC,0%,75%  G,,G
2017_mercedesbenz_e,PC,0%,78%  G,,G
2017_mercedesbenz_e,PC,0%,78%  G,,G
2017_mercedesbenz_e,PC,0%,74%  G,,G
2017_mercedesbenz_e,PC,0%,74%  G,,G
2017_mercedesbenz_e,PC,0%,68%  G,,G
2017_mercedesbenz_e,PC,0%,68%  G,,G
2017_mercedesbenz_e,PC,0%,68%  G,,G
2017_mercedesbenz_g,MPV,0%,53%  G,28%  A,A
2017_mercedesbenz_g,MPV,0%,53%  G,28%  A,A
2017_mercedesbenz_g,MPV,0%,53%  G,28%  A,A
2017_mercedesbenz_gla,MPV,0%,73%  G,,G
2017_mercedesbenz_glc,PC,0%,72%  G,,G
2017_mercedesbenz_glc,PC,0%,72% G,,G
2017_mercedesbenz_glc,MPV,0%,72%  G,,G
2017_mercedesbenz_glc,MPV,0%,72% G,,G
2017_mercedesbenz_amggt,PC,0%,85%  G,,G
2017_mercedesbenz_metris,MPV,1%,70%  SP,12%  G,US
2017_mercedesbenz_metris,MPV,0%,71%  SP,12%  G,SP
2017_mercedesbenz_s,PC,0%,65%  G,,G
2017_mercedesbenz_s,PC,0%,65%  G,,G
2017_mercedesbenz_s,PC,0%,65%  G,,G
2017_mercedesbenz_shybrid,PC,0%,79%  G,,G
2017_mercedesbenz_shybrid,PC,0%,79%  G,,G
2017_mercedesbenz_shybrid,PC,0%,79%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_s,PC,0%,74%  G,,G
2017_mercedesbenz_slc,PC,0%,81%  G,,G
2017_mercedesbenz_slc,PC,0%,81%  G,,G
2017_mercedesbenz_sl,PC,0%,77%  G,,G
2017_mercedesbenz_sl,PC,0%,77%  G,,G
2017_mercedesbenz_sl,PC,0%,77%  G,,G
2017_mercedesbenz_sl,PC,0%,77%  G,,G
2017_mercedes benz_smart electric cabrio,PC,0%,41%  G,40%  F,F
2017_mercedes benz_smart electric coupe,PC,0%,43%  G,42%  F,F
2017_smart_fortwo,PC,0%,19%  G,36%  F,F
2017_smart_fortwo,PC,0%,15%  G,48%  F,F
2017_mercedesbenz_c,PC,72%,12% G,,US
2017_mercedesbenz_chybrid,PC,60%,20%  G,,G
2017_mercedesbenz_c,PC,60%,20%  G,,US
2017_mercedesbenz_c,PC,60%,20%  G,,US
2017_mercedesbenz_c,PC,20%,60%  G,,AF
2017_mercedesbenz_gle,PC,65%,16%  G,,US
2017_mercedesbenz_gle,PC,65%,16%  G,,US
2017_mercedesbenz_gle,MPV,65%,16%  G,,US
2017_mercedesbenz_gle,MPV,65%,16%  G,,US
2017_mercedesbenz_gle,MPV,65%,16%  G,,US
2017_mercedesbenz_gle,MPV,65%,16%  G,,US
2017_mercedesbenz_gls,MPV,60%,26%  G,,US
2017_mercedesbenz_gls,MPV,60%,26%  G,,US
2017_mercedesbenz_gls,MPV,60%,26%  G,,US
2017_mitsubishi_imiev,PC,0%,100%  J,,J
2017_mitsubishi_lancer,PC,1%,94% J,,J
2017_mitsubishi_lancer,PC,1%,95% J,,J
2017_mitsubishi_lancer,PC,1%,95%  J,,J
2017_mitsubishi_mirage,PC,0%,94%  TH,,TH
2017_mitsubishi_mirage,PC,0%,95%  TH,,TH
2017_mitsubishi_mirage,PC,0%,94%  TH,,TH
2017_mitsubishi_mirage,PC,0%,95%  TH,,TH
2017_mitsubishi_mirage,PC,0%,94%  TH,,TH
2017_mitsubishi_outlandersport,MPV,0%,94%  J,,J
2017_mitsubishi_outlander,MPV,0%,93%  J,,J
2017_mitsubishi_outlander,MPV,1%,93%  J,,J
2017_mitsubishi_outlandersport,MPV,0%,97%  J,,J
2017_mitsubishi_outlandersport,MPV,0%,95%  J,,J
2017_mitsubishi_outlandersport,MPV,0%,95%  J,,J
2017_mitsubishi_outlandersport,MPV,0%,95%,,J
2017_mitsubishi_outlandersport,MPV,0%,97%  J,,J
2017_nissan_370z,PC,0%,100% J,,J
2017_nissan_370z,PC,5%,95%  J,,J
2017_nissan_altima,PC,55%,15%  M,,US
2017_nissan_armada,MPV,5%,95%  J,,J
2017_nissan_frontier,Truck,50%,20% J,,US
2017_nissan_frontier,Truck,50%,20% J,,US
2017_nissan_gtr,PC,0%,100%  J,,J
2017_nissan_juke,MPV,0%,100%  J,,J
2017_nissan_leafev,PC,40%,"25%  J  
15%  K",,US
2017_nissan_maxima,PC,50%,15%  J,,US
2017_nissan_murano,MPV,55%,,,US
2017_nissan_murano,MPV,55%,,,US
2017_nissan_murano,MPV,55%,,,US
2017_nissan_nv200,Truck,20%,55%  M,15%  J,M
2017_nissan_nv200,MPV,15%,45%  M,30%  J,M
2017_nissan_pathfinder,MPV,55%,15%  J,,US
2017_nissan_pathfinder,MPV,55%,15%  J,,US
2017_nissan_quest,MPV,0%,90%  J,,J
2017_nissan_rogue,MPV,20%,"45% J  
",15% K,J
2017_nissan_rogue,MPV,20%,"45% J  
",15% K,US
2017_nissan_rogue,MPV,20%,"45% J  
",15% K,US
2017_nissan_rogue,MPV,20%,45%  J,15%  K,K
2017_nissan_roguehybrid,MPV,20%,"45% J  
",15% K,US
2017_nissan_sentra,PC,15%,60%  M,,M
2017_nissan_sentra,PC,15%,60%  M,,M
2017_nissan_sentra,PC,10%,35%  M,30%  J,M
2017_nissan_titan,Truck,50%,15%  J,,US
2017_nissan_versa,PC,15%,60%  M,,M
2017_nissan_versa,PC,15%,60%  M,,M
2017_porsche_911,PC,0%,74% G,,G
2017_porsche_911,PC,0%,71% G,,G
2017_porsche_911,PC,0%,73%  G,,G
2017_porsche_911,PC,0%,62% G,,G
2017_porsche_911,PC,0%,65% G,,G
2017_porsche_911,PC,0%,68% G,,G
2017_porsche_911,PC,0%,74%  G,,G
2017_porsche_911,PC,0%,75%  G,,G
2017_porsche_911,PC,0%,63% G,,G
2017_porsche_911,PC,0%,65% G,,G
2017_porsche_911,PC,0%,76% G,,G
2017_porsche_911,PC,0%,76% G,,G
2017_porsche_911,PC,0%,75% G,,G
2017_porsche_911,PC,0%,64% G,,G
2017_porsche_911,PC,0%,74% G,,G
2017_porsche_911,PC,0%,70% G,,G
2017_porsche_911,PC,0%,77% G,,G
2017_porsche_911,PC,0%,69% G,,G
2017_porsche_911,PC,0%,71% G,,G
2017_porsche_boxster,PC,0%,71%  G,,G
2017_porsche_boxster,PC,0%,71%  G,,G
2017_porsche_cayenne,MPV,5%,60% G,,G
2017_porsche_cayenne,MPV,5%,60% G,,G
2017_porsche_cayenne,MPV,5%,60% G,,G
2017_porsche_cayenne,MPV,5%,60% G,,G
2017_porsche_cayennehybrid,MPV,5%,60% G,,G
2017_porsche_cayennehybrid,MPV,5%,60% G,,G
2017_porsche_cayenne,MPV,5%,60% G,,G
2017_porsche_cayenne,MPV,5%,60% G,,G
2017_porsche_cayman,PC,0%,68% G,,G
2017_porsche_cayman,PC,0%,68%  G,,G
2017_porsche_macan,MPV,0%,68% G,,G
2017_porsche_macan,MPV,0%,80% G,,G
2017_porsche_macan,MPV,0%,82% G,,G
2017_porsche_macan,MPV,0%,76% G,,G
2017_porsche_panamera,PC,0%,65% G,,G
2017_porsche_panamera,PC,0%,66% G,,G
2017_porsche_panamerahybrid,PC ,0%,60% G,,G
2017_porsche_panamera,PC,0%,63% G,,G
2017_porsche_panamera,PC,0%,65% G,,G
2017_porsche_panamera,PC,0%,63% G,,G
2017_porsche_panamera,PC,0%,71% G,,G
2017_porsche_panamera,PC,0%,69% G,,G
2017_ram_1500,Truck,56%,29%  M,,US
2017_scion_ia   mt,PC,5%,65%  M,20%  J,M
2017_scion_ia  at,PC,5%,60%  M,15%  J,M
2017_scion_im,PC,0%,100% J,,J
2017_toyota_miraihybrid,PC,0%,100%  J,,J
2017_subaru_brz,PC,0%,95% J,,J
2017_subaru_crosstrek,MPV,0%,90%  J,,J
2017_subaru_forester,MPV,0%,90% J,,J
2017_subaru_impreza,PC,40%,45%  J,,US
2017_subaru_legacy,PC,45%,40% J,,US
2017_subaru_outback,MPV,45%,40% J,,US
2017_subaru_wrx,PC,0%,85% J,,J
2017_tesla_model3ev,PC,50%,25% M,,US
2017_tesla_model3ev,PC,50%,25% M,,US
2017_tesla_modelsev,PC,50%,,,US
2017_tesla_modelxev,MPV,50%,,,US
2017_toyota_4runner,MPV,0%,100%  J,,J
2017_toyota_86,PC,0%,95% J,,J
2017_toyota_86,PC,0%,95%  J,,J
2017_toyota_avalon,PC,70%,15%  J,,US
2017_toyota_avalonhybrid,PC,40%,45%  J,,US
2017_toyota_camry,PC,75%,15%  J,,US
2017_toyota_camryhybrid,PC,40%,50% J,,US
2017_toyota_c-hr,PC,0%,45% T,40%  J,T
2017_toyota_corolla,PC,65%,25% J,,US
2017_toyota_corollaim,PC,0%,100%  J,,J
2017_toyota_highlander,MPV,60%,25%  J,,US
2017_toyota_highlanderhybrid,MPV,40%,50%  J,,US
2017_toyota_landcruiser,MPV,5%,95%  J,,J
2017_toyota_priuschybrid,PC,0%,100%  J,,J
2017_toyota_priusprimehybrid,PC,0%,100%  J,,J
