year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2018_bmw_6series,PC,5%,55% G,,G
2018_bmw_7series,PC,5%,60%  G,,G
2018_mini_cooper,PC,5%,35%  G,25%  UK,UK
2018_mini_cooper,PC,5%,35%  G,25%  UK,OT
2018_mini_cooper,MPV,5%,45%  G,,OT
2018_mini_cooper,PC,5%,35%  G,25%  UK,UK
2018_mini_cooper,PC,5%,35%  G,25%  UK,UK
2018_bmw_coupe,PC,,,,
2018_bmw_dropheadcoupe,PC,,,,
2018_bmw_i3ev,PC,5%,35%,20%  K,G
2018_bmw_i8,PC,,,,
2018_bmw_x1,MPV,5%,45%  G,,G
2018_bmw_x3,MPV,25%,35%  G,,US
2018_bmw_x4,MPV,35%,40%  G,,US
2018_bmw_x5,MPV,35%,35%  G,,US
2018_bmw_x6,MPV,30%,40  G%,,US
2018_buick_caprice,PC,,,,
2018_buick_cascada,PC,7%,33%  P,,P
2018_buick_enclave,MPV,57%,21%  M,,US
2018_buick_encore,MPV,4%,69%  K,17%  CH,K
2018_buick_envision,MPV,11%,86% CH,,CH
2018_buick_lacrosse,PC,50%,25%  M,,US
2018_buick_regal,PC,26%,29%  G,,G
2018_buick_verano,PC,,,,
2018_cadillac_ats,PC,57%,19%  M,,US
2018_cadillac_ct6,PC,39%,31%  CH,,US
2018_cadillac_ct6hybrid,PC,44%,48%  CH,,CH
2018_cadillac_cts,PC,57%,19%  M,,US
2018_cadillac_elr,PC,,,,
2018_cadillac_escalade,MPV,42%,44% M,,US
2018_cadillac_srx,MPV,,,,
2018_cadillac_xt5,MPV,57%,21%  M,,US
2018_cadillac_xts,PC,54%,21%  M,,CN
2018_chevrolet_boltev,PC,20%,61%  K,,US
2018_chevrolet_camaro,PC,57%,19%  M,,US
2018_chevrolet_caprice,PC,,,,
2018_chevrolet_cityexpress,Truck,20%,60%  M,15%  J,M
2018_chevrolet_colorado,Truck,51%,30%  M,,US
2018_chevrolet_corvette,PC,67%,,,US
2018_chevrolet_cruze,PC,45%,34%  M,,US
2018_chevrolet_equinox,MPV,45%,40%  M,,CN
2018_chevrolet_impala,PC,54%,21%  M,,US
2018_chevrolet_malibu,PC,50%,25%  M,,US
2018_gmc_sierra,Truck,46%,44%  M,,US
2018_chevrolet_silverado,Truck,46%,44%  M,,US
2018_chevrolet_sonic,PC,50%,17%  K,,US
2018_chevrolet_spark,PC,1%,73%  K,,K
2018_chevrolet_sparkev,PC,,,,
2018_chevrolet_ss,PC,,,,
2018_chevrolet_tahoe,MPV,42%,44%  M,,US
2018_chevrolet_traverse,MPV,57%,21%  M,,US
2018_chevrolet_trax,MPV,10%,50%  M,,M
2018_chevrolet_trax,MPV,4%,72%  K,,K
2018_chevrolet_volthybrid,PC,66%,,,US
2018_chrysler_200,PC,,,,
2018_chrysler_300,PC,,,,
2018_chrysler_townandcountry,MPV,,,,
2018_fiat_500,PC,,,,
2018_chrysler_pacifica,MPV,,,,
2018_dodge_challenger,PC,,,,
2018_dodge_charger,PC,,,,
2018_dodge_dart,PC,,,,
2018_dodge_durango,MPV,,,,
2018_dodge_grandcaravan,MPV,,,,
2018_dodge_journey,MPV,,,,
2018_ram_1500,Truck,,,,
2018_dodge_viper,PC,,,,
2018_fiat_500,PC,,,,
2018_ford_cmaxhybrid,PC,40%,15% M,,US
2018_ford_edge,MPV,56%,20%  M,,CN
2018_ford_escape,MPV,60%,17%  M,,US
2018_ford_expedition,MPV,62%,15%  M,,US
2018_ford_explorer,MPV,57%,,,US
2018_ford_f150,Truck,65%,15%  M,,US
2018_ford_fiesta,PC,10%,70%  M,,M
2018_ford_flex,MPV,52%,15%  M,,CN
2018_ford_focus,PC,45%,25%  M,,US
2018_ford_focus,PC,15%,50%  G,,G
2018_ford_fusion,PC,30%,60%   M,,M
2018_ford_gt,PC,20%,15%  UK,,US
2018_ford_mustang,PC,56%,,,US
2018_ford_taurus,PC,61%,,,US
2018_ford_transitconnect,Truck,10%,50% SP,,SP
2018_genesis_g80,PC,2%,86%  K,,K
2018_genesis_g90,PC,2%,81%,,K
2018_gmc_acadia,MPV,57%,21%  M,,US
2018_gmc_canyon,Truck,51%,30%  M,,US
2018_gmc_sierra,Truck,46%,44%  M,,US
2018_gmc_terrain,MPV,45%,40%  M,,M
2018_gmc_yukon,MPV,42%,44%  M,,US
2018_honda_accord,PC,60%,,,US
2018_honda_accord,PC,60%,,,US
2018_honda_accord,PC,60%,,,US
2018_honda_accordhybrid,PC,,,,
2018_honda_civic,PC,70%,,,CN
2018_honda_civic,PC,70%,,,CN
2018_honda_civic,PC,70%,,,CN
2018_honda_civic,PC,60%,20%  J,,US
2018_honda_civic,PC,60%,20%  J,,US
2018_honda_civic,PC,60%,20%  J,,US
2018_honda_civic,PC,60%,20%  J,,CN
2018_honda_civic,PC,60%,20%  J,,CN
2018_honda_civic,PC,60%,20%  J,,CN
2018_honda_civic,PC,60%,20%  J,,J
2018_honda_civic,PC,15%,25%  J,20%  UK,UK
2018_honda_civic,PC,15%,25%  J,20%  UK,UK
2018_honda_civic,PC,15%,25%  J,20%  UK,UK
2018_honda_civic,PC,,,,
2018_honda_civic,PC,,,,
2018_honda_civic,PC,,,,
2018_honda_clarityev,PC,0%,95%   J,,J
2018_honda_clarityhybrid,PC,0%,95%   J,,J
2018_honda_crv,MPV,65%,,,US
2018_honda_crv,MPV,65%,,,US
2018_honda_crv,MPV,65%,,,CN
2018_honda_crv,MPV,65%,,,US
2018_honda_crv,MPV,65%,,,US
2018_honda_crv,MPV,65%,,,US
2018_honda_crv,MPV,65%,,,CN
2018_honda_crv,MPV,65%,,,US
2018_honda_crz,PC,,,,
2018_honda_fit,PC,15%,40%  M,25% J,M
2018_honda_fit,PC,15%,40% M,25%  J,M
2018_honda_fit,PC,,,,
2018_honda_hrv,MPV,20%,30%  M,30%  J,M
2018_honda_hrv,MPV,20%,30% M,30%  J,M
2018_honda_hrv,MPV,20%,35%  M,25%  J,M
2018_honda_hrv,MPV,20%,35%  M,25%  J,M
2018_honda_odyssey,MPV,75%,,,US
2018_honda_pilot,MPV,70%,,,US
2018_honda_pilot,MPV,70%,,,US
2018_honda_ridgeline,Truck,75%,,,US
2018_honda_ridgeline,Truck,75%,,,US
2018_hyundai_accent,PC,3%,47%  M,50%  K,M
2018_hyundai_accent,PC,3%,44%  M,53%  K,M
2018_hyundai_azera,PC,,,,
2018_hyundai_elantra,PC,0%,94%  K,,K
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantra,PC,,,,
2018_hyundai_elantragt,PC,0%,93%  K,,K
2018_hyundai_equus,PC,,,,
2018_hyundai_genesis,PC,,,,
2018_hyundai_genesiscoupe,PC,,,,
2018_hyundai_ioniqev,PC,1%,91%  K,,K
2018_hyundai_ioniqhybrid,PC,,,,
2018_hyundai_santafe,MPV,2%,93%   K,,K
2018_hyundai_santafesport,MPV,60%,40%,,US
2018_hyundai_santafesport,MPV,60%,40%  K,,US
2018_hyundai_santafesport,MPV,46%,44%  K,,US
2018_hyundai_sedona,PC,,,,
2018_hyundai_sonata,,44%,44%  K,,US
2018_hyundai_sonata,PC,,,,
2018_hyundai_sonatahybrid,PC,,,,
2018_hyundai_sonatahybrid,PC,,,,
2018_hyundai_sonatahybrid,PC,,,,
2018_hyundai_sonatahybrid,PC,,,,
2018_hyundai_tucson,MPV,0%,95%  K,,K
2018_hyundai_veloster,PC,,,,
2018_infiniti_q50,PC,0%,95% J,,J
2018_infiniti_q50,PC,0%,95%  J,,J
2018_infiniti_q60,PC,,,,
2018_infiniti_q60,PC,,,,
2018_infiniti_q70,PC,0%,100%  J,,J
2018_infiniti_q70hybrid,PC,,,,
2018_infiniti_qx30,PC,0%,55%  UK,25%  G,UK
2018_infiniti_qx50,MPV,,,,
2018_infiniti_qx60,MPV,50%,,,US
2018_infiniti_qx60,MPV,0%,95% J,,J
2018_infiniti_qx60,MPV,0%,95%  J,,J
2018_infiniti_qx60hybrid,MPV,,,,
2018_infiniti_qx60hybrid,MPV,,,,
2018_infiniti_q70l,MPV,0%,100%  J,,J
2018_infiniti_qx80,MPV,5%,95%  J,J,J
2018_jaguar_epace,MPV,14%,62%  G,21%  UK,A
2018_jaguar_epace,MPV,14%,63%  G,20%  UK,A
2018_jaguar_,PC,,,,UK
2018_jaguar_fpace,MPV,4%,52%  G,41%  UK,UK
2018_jaguar_,PC,,,,UK
2018_jaguar_fpace,MPV,4%,52%  G,41%  UK,UK
2018_jaguar_fpace,,4%,52%  G,41%  UK,UK
2018_jaguar_fpace,MPV,4%,47%  UK,46%  G,UK
2018_jaguar_fpace,MPV,4%,47%  UK,46%  G,UK
2018_jaguar_ftype,PC,8%,54%  G,37%  UK,UK
2018_jaguar_ftype,PC,8%,50%  G,41%  UK,UK
2018_jaguar_ftype,PC,7%,53%  G,39%  UK,UK
2018_jaguar_ftype,PC,7%,53%  G,38%  UK,UK
2018_jaguar_ftype,PC,7%,54%  G,39%  UK,UK
2018_jaguar_ftype,PC,7%,53%  G,39%  UK,UK
2018_jaguar_ftype,PC,7%,49%  G,42%  UK,UK
2018_jaguar_ftype,PC,7%,49%  G,44%  UK,UK
2018_jaguar_ftype,PC,7%,54%  G,39%  UK,UK
2018_jaguar_ftype,PC,7%,49%  G,43%  UK,UK
2018_jaguar_ftype,PC,7%,48%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,54% G,39%  UK,UK
2018_jaguar_ftype,PC,6%,50%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,51%  G,40% UK,UK
2018_jaguar_ftype,PC,6%,49%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,53% G,40%  UK,UK
2018_jaguar_ftype,PC,6%,53% G,40%  UK,UK
2018_jaguar_ftype,PC,6%,52%  G,41%  UK,UK
2018_jaguar_ftype,PC,6%,49%  G,42%  UK,UK
2018_jaguar_ftype,PC,6%,53%  G,40%  UK,UK
2018_jaguar_ftype,PC,6%,50%  G,41%  UK,UK
2018_jaguar_ftype,PC,6%,53% G,39%  UK,UK
2018_jaguar_ftype,PC,6%,53%  G,40%  UK,UK
2018_jaguar_ftype,PC,6%,46%   G,46%   UK,UK
2018_jaguar_ftype,PC,6%,47%  G,45%  UK,UK
2018_jaguar_ftype,PC,6%,55%  G,38%  UK,UK
2018_jaguar_ftype,PC,6%,49%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,51%  G,41%  UK,UK
2018_jaguar_ftype,PC,6%,47%  G,45%  UK,UK
2018_jaguar_ftype,PC,6%,53%  G,40%  UK,UK
2018_jaguar_ftype,PC,6%,50% G,43%  UK,UK
2018_jaguar_ftype,PC,6%,49%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,50% G,41%   UK,UK
2018_jaguar_ftype,PC,6%,49%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,49% G,43%  UK,UK
2018_jaguar_ftype,PC,6%,49%  G,42%  UK,UK
2018_jaguar_ftype,PC,6%,48%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,49%  G,43%  UK,UK
2018_jaguar_ftype,PC,6%,48%  G,44%  UK,UK
2018_jaguar_ftype,PC,5%,53%  G,41%  UK,UK
2018_jaguar_ftype,PC,5%,52%  G,41%  UK,UK
2018_jaguar_ftype,PC,5%,52%  G,40%  UK,UK
2018_jaguar_ftype,PC,3%,50%  G,43%  UK,UK
2018_jaguar_ftype,PC,3%,51%  G,43%  UK,UK
2018_jaguar_ftype,PC,3%,50%  G,43%  UK,UK
2018_jaguar_ftype,PC,2%,53%  G,41%  UK,UK
2018_jaguar_ftype,PC,,,,
2018_jaguar_ftype,PC,,,,
2018_jaguar_ftype,PC,,,,
2018_jaguar_ftype,PC,,,,
2018_jaguar_ftype,PC,,,,
2018_jaguar_ftype,PC,,,,
2018_jaguar_ftype,PC,,,,
2018_jaguar_xe,PC,4%,51%  G,42%  UK,UK
2018_jaguar_xe,PC,4%,49% G,44%  UK,UK
2018_jaguar_xe,PC,4%,54%  G,39%  UK,UK
2018_jaguar_xe,PC,4%,52%  G,41%  UK,UK
2018_jaguar_xe,PC,4%,47%  G,47%  UK,UK
2018_jaguar_xe,PC,4%,47%  G,47%  UK,UK
2018_jaguar_xe,PC,4%,48%  G,44%  G,UK
2018_jaguar_xe,PC,4%,50%  UK,44%  G,UK
2018_jaguar_xf,PC,5%,47%  G,46%  UK,UK
2018_jaguar_xf,PC,5%,47%  G,46%  UK,UK
2018_jaguar_xf,PC,5%,51%  G,43%  UK,UK
2018_jaguar_xf,PC,4%,50%  G,44%  UK,UK
2018_jaguar_xf,PC,4%,50%  G,44%  UK,UK
2018_jaguar_xf,PC,4%,48%  G,45%  UK,UK
2018_jaguar_xf,PC,4%,50%  G,45%  UK,UK
2018_jaguar_xf,PC,4%,48%  G,46%  UK,UK
2018_jaguar_xf,PC,4%,48%  G,46%  UK,UK
2018_jaguar_xf,PC,4%,50%  UK,43%  G,UK
2018_jaguar_xf,PC,4%,50%  UK,43%  G,UK
2018_jaguar_xf,PC,4%,50%  G,44%  UK,UK
2018_jaguar_xf,PC,4%,50%  G,44%  UK,UK
2018_jaguar_xf,PC,4%,50%  G,44%  UK,UK
2018_jaguar_xf,PC,4%,50%  G,44%  UK,UK
2018_jaguar_xf,PC,4%,47% G,46%  UK,UK
2018_jaguar_xf,PC,4%,47%  G,46%  UK,UK
2018_jaguar_xj,PC,7%,53%  G,39%  UK,UK
2018_jaguar_xj,PC,7%,51%  G,40%  UK,UK
2018_jaguar_xj,PC,7%,53%  G,38%  UK,UK
2018_jaguar_xj,PC,7%,50%  G,42%  UK,UK
2018_jaguar_xj,PC,6%,52%  G,40%  UK,UK
2018_jaguar_xj,PC,6%,50%  G,42%  UK,UK
2018_jeep_cherokee,MPV,,,,
2018_jeep_compass,MPV,,,,
2018_jeep_grandcherokee,MPV,,,,
2018_jeep_jeepc-cuv,MPV,,,,
2018_jeep_patriot,MPV,,,,
2018_jeep_wrangler,MPV,,,,
2018_jeep_wrangler4door,MPV,,,,
2018_kia_cadenza,PC,0%,87%  K,,K
2018_kia_forte,PC,2%,51%  K,47%  M,M
2018_kia_k900,PC,,72%  UK,,
2018_kia_nirohybrid,SUV,2%,88% K,,K
2018_kia_optima,,55%,45%  K,,US
2018_kia_optima,PC,1%,90%  K,,K
2018_kia_optimahybrid,PC,0%,89% K,,K
2018_kia_optimahybrid,PC,0%,92%  K,,K
2018_kia_rio,PC,2%,49%  K,47%  M,M
2018_kia_sedona,MPV,2%,92%  K,,K
2018_kia_sorento,,55%,45%   K,,US
2018_kia_sorento,MPV,,72%  UK,,
2018_kia_sorento,MPV,,72%  UK,,
2018_kia_soul,MPV,0%,91%  K,,K
2018_kia_soulev,MPV,0%,93%  K,,K
2018_kia_sportage,MPV,0%,92%  K,,K
2018_landrover_,,,,,
2018_landrover_,,,,,
2018_landrover_,,,,,
2018_landrover_discovery,MPV,7%,68%  UK,17%  G,UK
2018_landrover_discovery,MPV,7%,68%  UK,17%  G,UK
2018_landrover_discovery,MPV,,,,
2018_landrover_discovery,MPV,,,,
2018_landrover_discoverysport,MPV,9%,62%  UK,,UK
2018_landrover_discoverysport,MPV,,,,
2018_landrover_rangerover,MPV,9%,72%  UK,17%  G,UK
2018_landrover_rangerover,MPV,9%,72%  UK,17%  G,UK
2018_landrover_rangerover,MPV,9%,72%  UK,17%  G,UK
2018_landrover_rangerover,MPV,9%,72%  UK,17%  G,UK
2018_landrover_rangerover,MPV,,,,
2018_landrover_rangerover,MPV,,,,
2018_landrover_rangerover,MPV,,,,
2018_landrover_rangerover,MPV,,,,
2018_landrover_rangeroverevoque,MPV,9%,60%  UK,,UK
2018_landrover_rangeroversport,MPV,7%,69%  UK,17%  G,UK
2018_landrover_rangeroversport,MPV,7%,69%  UK,17%  G,UK
2018_landrover_rangeroversport,MPV,7%,69%    UK,17%  G,UK
2018_landrover_rangeroversport,MPV,,,,
2018_landrover_rangeroversport,MPV,,,,
2018_landrover_rangeroversport,MPV,,,,
2018_landrover_rangerovervelar,MPV,8%,60%  UK,,UK
2018_landrover_rangerovervelar,MPV,8%,60%  UK,,UK
2018_landrover_rangerovervelar,MPV,8%,60%  UK,,UK
2018_landrover_xjr-lwb,PC,9%,48%  G,41%  UK,UK
2018_landrover_xjr-swb,PC,9%,48%  G,41%  UK,UK
2018_lexus_es,PC,35%, 55%  J,,US
2018_lexus_eshybrid,PC,5%,95%  J,,J
2018_lexus_gs,PC,0%,100%  J,,J
2018_lexus_gs,PC,0%,100%  J,,J
2018_lexus_gshybrid,PC,0%,100%  J,,J
2018_lexus_gsf,PC,0%,100%  J,,J
2018_lexus_gx,MPV,0%,100%  J,,J
2018_lexus_is,PC,0%,100%  J,,J
2018_lexus_lc,PC,0%,100%  J,,J
2018_lexus_nxhybrid,MPV,0%,100%  J,,J
2018_lexus_ls,PC,0%,100%  J,,J
2018_lexus_lshybrid,PC,0%,100%  J,,J
2018_lexus_lx,PC,0%,100%  J,,J
2018_lexus_nx,MPV,5%,95%  J,,J
2018_lexus_rc,PC,0%,100%  J,,J
2018_lexus_rcf,PC,0%,100% J,,J
2018_lexus_rx,MPV,50%,35%  J,,J
2018_lexus_rxhybrid,MPV,35%,55%   J,,CN
2018_lincoln_continental,PC,65%,23%  M,,US
2018_lincoln_mkc,MPV,61%,20%  M,,US
2018_lincoln_mks,PC,,,,
2018_lincoln_mkt,MPV,60%,15%  M,,CN
2018_lincoln_mkx,MPV,55%,16%  M,,CN
2018_lincoln_mkz,PC,26%,60%  M,,M
2018_lincoln_navigator,MPV,56%,16% M,,US
2018_mazda_cx3,PC,0%,85%  J,,J
2018_mazda_cx5,MPV,0%,90%  J,,J
2018_mazda_cx9,MPV,0%,90%  J,,J
2018_fiat_124spider,PC,0%,75%  J,15%  I,J
2018_mazda_2,PC,5%,70%  M,20%  J,M
2018_mazda_3,PC,0%,90%  J,,J
2018_mazda_3,PC,,,,
2018_mazda_6,PC,,,,
2018_mazda_mx5miata,PC,0%,90%  J,,J
2018_fiat_124spider,PC,,,,
2018_mercedesbenz_amggt,PC,1%,85% G,,G
2018_mercedesbenz_amggt,PC,0%,85% G,,G
2018_mercedesbenz_c,PC,70%,16% G,,US
2018_mercedesbenz_chybrid,PC,51%,38% G,,US
2018_mercedesbenz_c,PC,51%,38% G,,US
2018_mercedesbenz_c,PC,51%,38% G,,US
2018_mercedesbenz_c,PC,20%,31% G,32% AF,AF
2018_mercedesbenz_c,PC,0%,80% G,,G
2018_mercedesbenz_c,PC,0%,80% G,,G
2018_mercedesbenz_c,PC,0%,80% G,,G
2018_mercedesbenz_c,PC,0%,81% G,,G
2018_mercedesbenz_c,PC,0%,81% G,,G
2018_mercedesbenz_c,PC,0%,81% G,,G
2018_mercedesbenz_c,PC,0%,48% G,27% AF,AF
2018_mercedesbenz_cla,PC,0%,63% G,18% H,G
2018_mercedesbenz_cls,PC,0%,86% G,,G
2018_mercedesbenz_cls,PC,0%,86% G,,G
2018_mercedesbenz_e,PC,0%,79% G,,G
2018_mercedesbenz_e,PC,0%,81% G,,G
2018_mercedesbenz_e,PC,0%,79% G,,G
2018_mercedesbenz_e,PC,0%,79% G,,G
2018_mercedesbenz_e,PC,0%,79% G,,G
2018_mercedesbenz_e,PC,0%,82% G,,G
2018_mercedesbenz_e,PC,0%,82% G,,G
2018_mercedesbenz_g,MPV,2%,51% G,26% A,A
2018_mercedesbenz_g,MPV,2%,51% G,26%  A,A
2018_mercedesbenz_g,MPV,2%,51% G,26% A,A
2018_mercedesbenz_gla,MPV,0%,83% G,,G
2018_mercedesbenz_glc,PC,0%,82% G,,G
2018_mercedesbenz_glc,PC,0%,82% G,,G
2018_mercedesbenz_glc,PC,0%,82% G,,G
2018_mercedesbenz_glc,MPV,0%,76% G,,FN
2018_mercedesbenz_glc,MPV,0%,80% G,,G
2018_mercedesbenz_glchybrid,MPV,0%,76% G,,FN
2018_mercedesbenz_glchybrid,MPV,0%,80% G,,G
2018_mercedesbenz_glc,MPV,0%,80% G,,G
2018_mercedesbenz_glc,MPV,0%,76% G,,FN
2018_mercedesbenz_glc,MPV,0%,80%G,,G
2018_mercedesbenz_glc,MPV,0%,76% G,,FN
2018_mercedesbenz_gle,PC,61%,27% G,,US
2018_mercedesbenz_gle,PC,61%,27% G,,US
2018_mercedesbenz_gle,MPV,60%,30% G,,US
2018_mercedesbenz_gle,MPV,60%,30% G,,US
2018_mercedesbenz_glehybrid,MPV,60%,30%  G,,US
2018_mercedesbenz_gle,MPV,60%,30% G,,US
2018_mercedesbenz_gls,MPV,61%,29% G,,US
2018_mercedesbenz_gls,MPV,61%,29% G,,US
2018_mercedesbenz_gls,MPV,61%,29% G,,US
2018_mercedesbenz_s,PC,2%,69% G,,G
2018_mercedesbenz_s,PC,2%,69% G,,G
2018_mercedesbenz_s,PC,2%,76% G,,G
2018_mercedesbenz_s,PC,2%,76% G,,G
2018_mercedesbenz_s,PC,1%,80% G,,G
2018_mercedesbenz_s,PC,0%,82% G,,G
2018_mercedesbenz_s,PC,0%,82% G,,G
2018_mercedesbenz_s,PC,1%,80% G,,G
2018_mercedesbenz_s,PC,1%,80% G,,G
2018_mercedesbenz_slc,PC,0%,84% G,,G
2018_mercedesbenz_slc,PC,0%,84% G,,G
2018_mercedesbenz_sl,PC,0%,85% G,,G
2018_mercedesbenz_sl,PC,0%,85% G,,G
2018_mercedesbenz_sl,PC,0%,G 85%,,G
2018_mercedesbenz_sl,PC  0%,,85% G,,G
2018_mitsubishi_lancer2.0cvt,PC,,,,
2018_mitsubishi_lancer2.0m/t,PC,,,,
2018_mitsubishi_lancer2.4cvt,PC,,,,
2018_mitsubishi_mirage,PC,,,,
2018_mitsubishi_mirage,PC,0%,95%  TH,,TH
2018_mitsubishi_mirage,PC,0%,87%  TH,,TH
2018_mitsubishi_mirage,PC,0%,88%  TH,,TH
2018_mitsubishi_mirage,PC,0%,90%  TH,,TH
2018_mitsubishi_mirage,PC,0%,84%  TH,15%  J,TH
2018_mitsubishi_mirage,PC,0%,94%  TH,,TH
2018_mitsubishi_mirage,PC,0%,94% TH,,TH
2018_mitsubishi_outlander,MPV,0%,99%  J,,J
2018_mitsubishi_outlander,MPV,0%,99%  J,,J
2018_mitsubishi_outlander,MPV,0%,99% J,,J
2018_mitsubishi_outlander,MPV,0%,100% J,,J
2018_mitsubishi_outlander,MPV,0%,100%  J,,J
2018_mitsubishi_outlander,MPV,0%,99%  J,,J
2018_mitsubishi_outlander,MPV,0%,100% J,,J
2018_mitsubishi_outlander,MPV,0%,99%  J,,J
2018_mitsubishi_outlander,MPV,0%,99% J,,J
2018_mitsubishi_outlander,MPV,0%,100%  J,,J
2018_mitsubishi_outlander,MPV,0%,100%  J,,J
2018_mitsubishi_outlander,MPV,0%,99%,,J
2018_mitsubishi_outlander,MPV,1%,95%  J,,J
2018_mitsubishi_outlander,MPV,1%,95%  J,,J
2018_mitsubishi_outlander,MPV,1%,95%  J,,J
2018_mitsubishi_outlander,MPV,0%,96%  J,,J
2018_mitsubishi_outlandersport,MPV,0%,99% J,,J
2018_mitsubishi_outlandersport,MPV,0%,99%  J,,J
2018_mitsubishi_outlandersport,MPV,0%,93% J,,J
