year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2022_ford_edge,MPV,32%,20% MX,,CN
2022_ford_escape,MPV,30%,27% MX,,US
2022_ford_escape,MPV,42%,30% MX,,US
2022_ford_expedition,MPV,50%, ,,US
2022_ford_explorer,MPV,45%,15% MX,,US
2022_ford_f150,Truck,50%,,,US
2022_ford_f150,Truck,50%,,,US
2022_ford_f150,Truck,50%,,,US
2022_ford_fiesta,PC,,,,
2022_ford_ranger,MPV,55%,,,US
2022_ford_fusion,PC,26%,55% MX,,MX
2022_ford_fusion,PC,26%,55% MX,,MX
2022_ford_gt,PC,12%,,,CN
2022_ford_mustangmacheev,MPV,14%,80% MX,,MX
2022_ford_maverick,MPV,26%,,,MX
2022_ford_mustang,PC,50%, ,,US
2022_ford_mustang,PC,51%,20% MX,,US
2022_ford_mustang,PC,51%,20% MX,,US
2022_ford_mustang,PC,51%,20% MX,,US
2022_ford_transit,Truck,15%,50% ESP,,ESP
2022_lincoln_corsair,PC,72%,22% MX,,US
2022_lincoln_continental,PC,46%,25% MX,,US
2022_lincoln_aviator,MPV,45%,16% MX,,US
2022_lincoln_mkc,MPV,,,,
2022_lincoln_nautilus,MPV,45%,15% MX,,CN
2022_lincoln_mkz,PC,25%,60% MX,,MX
2022_lincoln_mkz,PC,25%,60% MX,,MX
2022_lincoln_navigator,MPV,43%, ,,US
2022_buick_envision,MPV,1%,94% CH,,CH
2022_cadillac_escalade,MPV,46%,38% M ,,US
2022_chevrolet_equinox,MPV,38%,40% M,,M
2022_chevrolet_tahoe,MPV,46%,38% M,,US
2022_gmc_terrain,MPV,38%,40% M,,M
2022_gmc_yukon,MPV,46%,38% M,,US
2022_chevrolet_trailblazer,MPV,3%,44% Korea ,29% M,K
2022_buick_encore,MPV,3%,44% Korea ,29% M,K
2022_chevrolet_blazer,MPV,49%,25% MX, ,"M, Ramos Arizpe"
2022_chevrolet_traverse,MPV,49%,25% MX, ,"US, Lansing, MI"
2022_buick_enclave,MPV,49%,25% MX, ,"US, Lansing, MI"
2022_gmc_acadia,MPV,49%,25% MX, ,"US, Spring Hill, TN"
2022_cadillac_xt5,MPV,49%,25% MX, ,"US, Spring Hill, TN"
2022_cadillac_xt6,MPV,49%,25% MX, ,"US, Spring Hill, TN"
2022_chevrolet_malibu,PC,46%,28% M, ,"US, Kansas City, KA"
2022_cadillac_xt4,MPV,46%,28% M, ,"US, Kansas City, KA"
2022_buick_regal,PC,21%,25% Germany,23% Vietnam,"G, Russelsheim "
2022_buick_encore,MPV,4%,63% Korea, ,"K, Bupyeong"
2022_chevrolet_trax,MPV,4%,62% Korea, ,"K, Bupyeong"
2022_chevrolet_sonic,PC,41%,19% Mexico, ,"US, Lake Orion, MI"
2022_chevrolet_spark,PC,1%,76% Korea, ,"K, Changwon"
2022_chevrolet_colorado,T,60%,21% M, ,"US, Wentzville, MO"
2022_gmc_canyon,T,60%,21% M, ,"US, Wentzville, MO"
2022_chevrolet_camaro,PC,57%,20% M, ,"US, Lansing, MI"
2022_chevrolet_boltev,PC,24%,57% Korea, ,"US, Lake Orion, MI"
2022_chevrolet_silverado,T,46%,38% Mexico, ,"US, Roanoke, IN"
2022_gmc_sierra,T,46%,38% Mexico, ,"US, Roanoke, IN"
2022_cadillac_ct6,PC,42%,25% China,22% Mexico,"US, Detroit/Ham, MI"
2022_chevrolet_impala,PC,53%,26% Mexico, ,"US, Detroit/Ham, MI"
2022_cadillac_ct4,PC,49%,21% China, ,"US, Lansing, MI"
2022_cadillac_ct5,PC,49%,21% China, ,"US, Lansing, MI"
2022_chevrolet_corvette,PC,72%, , ,"US, Bowling Green, KY"
2022_acura_rdx,MPV,60%,,,US
2022_acura_rdx,MPV,60%,,,US
2022_acura_rdx,MPV,60%,,,US
2022_acura_rdx,MPV,60%,,,US
2022_acura_rdx,MPV,60%,,,US
2022_honda_ridgeline,Truck,70%,,,US
2022_honda_ridgeline,Truck,70%,,,US
2022_honda_pilot,MPV,70%,,,US
2022_honda_pilot,MPV,70%,,,US
2022_honda_pilot,MPV,70%,,,US
2022_honda_passport,MPV,75%,,,US
2022_honda_passport,MPV,75%,,,US
2022_acura_mdx,MPV,60%,,,US
2022_acura_mdx,MPV,60%,,,US
2022_acura_mdx,MPV,60%,15% J,,US
2022_honda_odyssey,MPV,70%,,,US
2022_acura_nsx,PC,35%,35% J,20% UK,US
2022_acura_ilx,PC,55%,25% J,,US
2022_acura_tlx,PC,65%,,,US
2022_acura_tlx,PC,65%,,,US
2022_acura_tlx,PC,65%,,,US
2022_acura_tlx,PC,65%,,,US
2022_acura_tlx,PC,55%,,,US
2022_acura_tlx,PC,55%,,,US
2022_honda_crv,MPV,65%,,,US
2022_honda_crv,MPV,65%,,,US
2022_honda_crv,MPV,65%,,,CAN
2022_honda_crv,MPV,65%,,,US
2022_honda_crv,MPV,50%,20% J,,US
2022_honda_crv,MPV,50%,20% J,,US
2022_honda_crv,MPV,50%,20% J,,CAN
2022_honda_crv,MPV,50%,20% J,,US
2022_honda_crv,MPV,50%,20% J,,US
2022_honda_hrv,MPV,20%,40% MX,15% J    ,MX
2022_honda_hrv,MPV,20%,35% MX,20% J,MX
2022_honda_civic,PC,60%, , ,US
2022_honda_civic,PC,60%, , ,US
2022_honda_civic,PC,60%, , ,US
2022_honda_civic,PC,60%, , ,US
2022_honda_civic,PC,60%,,,CAN
2022_honda_civic,PC,60%,,,J
2022_honda_civic,PC,60%,,,CAN
2022_honda_civic,PC,60%,,,CAN
2022_honda_accord,PC,50%,20% J,,US
2022_honda_accord,PC,50%,20% J,,US
2022_honda_accord,PC,60%,,,US
2022_honda_accord,PC,60%,,,US
2022_honda_accord,PC,60%,,,US
2022_honda_insighthybrid,PC,45%,35% J,,US
2022_honda_insighthybrid,PC,45%,35% J,,US
2022_honda_clarity,PC,10%,85% J,,J
2022_hyundai_accent,PC,5%,55% MX,35% K,MX
2022_hyundai_azera,PC,,,,
2022_hyundai_elantra,PC,0%,90% K,,K
2022_hyundai_elantran,PC,0%,90% K,,K
2022_hyundai_elantra,PC,55%,25% K,15% M,US
2022_hyundai_elantrahybrid,PC,1%,85% K,,K
2022_genesis_g90,PC,0%,80% K,,K
2022_genesis_g80,PC,5%,85% K,,K
2022_genesis_g70,PC,5%,80% K,,K
2022_genesis_gv70,MPV,5%,90% K,,K
2022_genesis_gv80,MPV,2%,80% K,,K
2022_hyundai_ioniqhybrid,PC,2%,85% K,,K
2022_hyundai_ioniq5ev,PC,0%,95% K, ,K
2022_hyundai_ioniqhybrid,PC,1%,85% K,,K
2022_hyundai_kona,MPV,0%,90% K,,K
2022_hyundai_konan,MPV,2%,90% K,,K
2022_hyundai_palisade,MPV,0%,75% K,,K
2022_hyundai_konaev,MPV,0%,95% K,,K
2022_hyundai_santafe,MPV,,,,
2022_hyundai_santafe,MPV,50%,40% K,,US
2022_hyundai_santafehybrid,MPV,0%,80% K,,K
2022_hyundai_santafehybrid,MPV,0%,85% K,,K
2022_hyundai_sonatahybrid,PC,1%,90% K,,K
2022_hyundai_sonata,PC,0%,90% K,,K
2022_hyundai_sonata,PC,45%,40% K,,US
2022_kia_sorento,MPV,55%,30% K,,US
2022_hyundai_tucson,MPV,0%,90% K,,K
2022_hyundai_tucsonhybrid,MPV,0%,90% K,,K
2022_hyundai_tucsonhybrid,MPV,0%,90% K,,K
2022_hyundai_veloster,PC,0%,85% K,,K
2022_hyundai_velostern,PC,0%,90% K,,K
2022_hyundai_sonatahybrid,PC,,,,
2022_hyundai_nexohybrid,MPV,1%,80% K,,K
2022_hyundai_venue,MPV,0%,95% K,,K
2022_jaguar_fpace,MPV,0%,61% UK,15% G,UK
2022_jaguar_fpace,MPV,0%,61% UK,15% G,UK
2022_jaguar_fpace,MPV,0%,61% UK,11% G,UK
2022_jaguar_ftype,PC,8%,50% G,41% UK,UK
2022_jaguar_ftype,PC,8%,50% G,41% UK,UK
2022_jaguar_ftype,PC,8%,50% G,41% UK,UK
2022_jaguar_ftype,PC,8%,50% G,41% UK,UK
2022_jaguar_ftype,PC,0%,65% United Kingdom,18% Germany,UK
2022_jaguar_ftype,PC,0%,66% United Kingdom,20% Germany,UK
2022_jaguar_ftype,PC,0%,66% United Kingdom,20% Germany,UK
2022_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2022_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2022_jaguar_ipaceev,MPV,0%,74% Poland, ,AU
2022_jaguar_xj,PC,,,,
2022_jaguar_xj,PC,,,,
2022_jaguar_xj,PC,,,,
2022_jaguar_xj,PC,,,,
2022_jaguar_xj,PC,,,,
2022_jaguar_xj,PC,,,,
2022_jaguar_xjr,PC,,,,
2022_jaguar_xjr,PC,,,,
2022_jaguar_xf,PC,4%,50% UK,43% G,UK
2022_jaguar_xf,PC,4%,48% G,46% UK,UK
2022_jaguar_xf,PC,4%,50% UK,43% G,UK
2022_jaguar_xf,PC,4%,48% G,46% UK,UK
2022_jaguar_xf,PC,5%,47% G,46% UK,UK
2022_jaguar_xf,PC,5%,51% G,43% UK,UK
2022_jaguar_xf,PC,5%,51%G,43% UK,UK
2022_jaguar_xe,PC,4%,52% G ,41% UK,UK
2022_jaguar_xe,PC,4%,54% G,39% UK,UK
2022_jaguar_xe,PC,4%,54% G,39% UK,UK
2022_landrover_defender,MPV,1%,31% UK,19% G,SL
2022_landrover_defender,MPV,1%,31% UK,19% G,SL
2022_landrover_discoverysport,MPV,7%,50% UK,,UK
2022_landrover_rangeroverevoque,MPV,9%,54% UK,15% G ,UK
2022_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2022_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2022_landrover_rangerovervelar,MPV,8%,60% UK,,UK
2022_landrover_rangeroverhybrid,MPV,5%,60% UK,8% G,UK
2022_landrover_rangerover,MPV,5%,60% UK,8% G,UK
2022_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2022_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2022_landrover_rangerover,MPV,9%,72% UK,16% G,UK
2022_landrover_rangeroversporthybrid,MPV,1%,54% UK,15% G,UK
2022_landrover_rangeroversport,MPV,1%,54% UK,15% G,UK
2022_landrover_rangeroversport,MPV,7%,69% UK,17% G,UK
2022_landrover_rangeroversport,MPV,7%,69% UK,17% G,UK
2022_landrover_discovery,MPV,0%,72% UK,12% G,SL
2022_landrover_discovery,MPV,0%,72% UK,12% G,SL
2022_landrover_discovery,MPV,7%,68% UK,17% G,UK
2022_landrover_discovery,MPV,0%,72% UK,12% G,SL
2022_jaguar_epace,MPV,14%,62% G,21% UK,AU
2022_jaguar_epace,MPV,15%,63% G,20% UK,AU
2022_kia_ev6ev,MPV,0%,95% K, ,K
2022_kia_forte,PC,15%,40% K,45% M,M 
2022_kia_k900,PC,5%,90% K,,K
2022_kia_niro,MPV,,,,
2022_kia_niroev,MPV,0%,65% K,30% CH,K
2022_kia_nirohybrid,MPV,5%,80% K,,K
2022_kia_nirohybrid,MPV,5%,80% K,,K
2022_kia_rio,PC,5%,35% K,55% M,M
2022_kia_carnival,MPV,0%,95% K,,K
2022_kia_seltos,MPV,0%,90% K,,K
2022_kia_sorento,MPV,55%,30% K,,US
2022_kia_sorentohybrid,MPV,1%,90% K,,K
2022_kia_sorentohybrid,MPV,1%,90% K,,K
2022_kia_sportage,MPV,0%,85% K,,K
2022_kia_stinger,PC,0%,90%,,K
2022_kia_soul,MPV,0%,90% K,,K
2022_kia_soul,MPV,5%,90% K,,K
2022_kia_telluride,MPV,60%,35% K,,US
2022_lotus_evora,PC,0%,,,UK
2022_lamborghini_huracan,PC,0%,61% G,15% I,I
2022_lamborghini_huracan,PC,0%,43% I,40% G,I
2022_lamborghini_aventador,PC,0%,37% I,27% G,I
2022_lamborghini_aventador,PC,0%,49% I,29% G,I
2022_lamborghini_sian,PC,0%,45% I,31% G,I
2022_lamborghini_urus,MPV,0%,72% G,,I
2022_scion_ia,PC,,,,
2022_scion_ia,PC,,,,
2022_toyota_yarishybrid,PC,,,,
2022_toyota_yaris,PC,,,,
2022_toyota_yaris,PC,,,,
2022_mazda_cx3,PC,0%,85% J,,J
2022_mazda_cx30,PC,5%,65% M,20% J,M
2022_mazda_mx30ev,PC,0%,90% J, ,J
2022_mazda_cx5,MPV,0%,90% J,,J
2022_mazda_cx9,MPV,0%,90% J,,J
2022_mazda_fiat,PC,,,,
2022_mazda_2,PC,5%,70% M ,25% J,M
2022_mazda_3,PC,0%,85% J,,J
2022_mazda_3,PC,5%,70% M ,20% J,M
2022_mazda_6,PC,0%,90% J,,J
2022_mazda_mx5miata,PC,0%,90% J,,J
2022_mercedesbenz_c,PC,19%,34% SA,30% G,SA
2022_mercedesbenz_c,PC,0%,59% G,28% SA,SA
2022_mercedesbenz_c,PC,0%,59% G,28% SA,SA
2022_mercedesbenz_c,PC,0%,82% G,,G
2022_mercedesbenz_c,PC,0%,82% G,,G
2022_mercedesbenz_c,PC,0%,82% G,,G
2022_mercedesbenz_c,PC,0%,78% G,,G
2022_mercedesbenz_c,PC,0%,78% G,,G
2022_mercedesbenz_c,PC,0%,78% G,,G
2022_mercedesbenz_e,PC,0%,79% G,,G
2022_mercedesbenz_e,PC,0%,79% G,,G
2022_mercedesbenz_e,PC,0%,79% G,,G
2022_mercedesbenz_e,PC,0%,82% G,,G
2022_mercedesbenz_e,PC,0%,82% G,,G
2022_mercedesbenz_e,PC,0%,81% G,,G
2022_mercedesbenz_e,PC,0%,77% G,,G
2022_mercedesbenz_cls,PC,0%,82% G,,G
2022_mercedesbenz_eqssedanev,PC,0%,80% G,,G
2022_mercedesbenz_s,PC,0%,80% G,,G
2022_mercedesbenz_s,PC,0%,80% G,,G
2022_mercedesbenz_s,PC,0%,81% G,,G
2022_mercedesbenz_s,PC,0%,76% G,,G
2022_mercedesbenz_s,PC,0%,82% G,,G
2022_mercedesbenz_s,PC,0%,84% G,,G
2022_mercedesbenz_s,PC,0%,84% G,,G
2022_mercedesbenz_s,PC,0%,79% G,,G
2022_mercedesbenz_s,PC,0%,78% G,,G
2022_mercedesbenz_sl,PC,0%,81% G,,G
2022_mercedesbenz_sl,PC,0%,81% G,,G
2022_mercedesbenz_sl,PC,0%,81% G,,G
2022_mercedesbenz_slc,PC,0%,87% G,,G
2022_mercedesbenz_slc,PC,0%,87% G,,G
2022_mercedesbenz_cla,PC,0%,61% G,15% H,H
2022_mercedesbenz_cla,PC,0%,61% G,15% H,H
2022_mercedesbenz_cla,PC,0%,61% G,15% H,H
2022_smart_smart,PC,,,,
2022_smart_smart,PC,,,,
2022_mercedesbenz_gla,MPV,0%,73% G,,G
2022_mercedesbenz_gla,MPV,0%,73% G,,G
2022_mercedesbenz_glc,MPV,0%,78% G,,FN
2022_mercedesbenz_glc,MPV,17%,58% G,,G
2022_mercedesbenz_glc,MPV,19%,58% G,,G
2022_mercedesbenz_glc,MPV,0%,75% G,,G
2022_mercedesbenz_glc,MPV,0%,75% G,,G
2022_mercedesbenz_glc,PC,0%,79% G,,G
2022_mercedesbenz_glc,PC,0%,79% G,,G
2022_mercedesbenz_glc,PC,0%,79% G,,G
2022_mercedesbenz_glc,PC,0%,75% G,,G
2022_mercedesbenz_glc,PC,0%,78% G,,FN
2022_mercedesbenz_glc,PC,0%,79% G,,G
2022_mercedesbenz_gle,MPV,69%,12% G,,US
2022_mercedesbenz_gle,MPV,46%,36% G,,US
2022_mercedesbenz_gle,MPV,46%,36% G,,US
2022_mercedesbenz_gle,PC,46%,36% G,,US
2022_mercedesbenz_gle,PC,46%,36% G,,US
2022_mercedesbenz_gle,PC,48%,34% G,,US
2022_mercedesbenz_gle,PC,48%,34% G,,US
2022_mercedesbenz_g,MPV,2%,27% G,26% AU,AU
2022_mercedesbenz_gls,MPV,49%,35% G,,US
2022_mercedesbenz_gls,MPV,49%,35% G,,US
2022_mercedesbenz_gls,MPV,49%,35% G,,US
2022_mercedesbenz_gls,MPV,48%,39% G,,US
2022_mercedesbenz_amggt,PC,0%,84% G,,G
2022_mercedesbenz_amggt,PC,0%,80% G,,G
2022_mercedesbenz_amggt,PC,0%,85% G,,G
2022_mercedesbenz_amggt,PC,0%,85% G,,G
2022_mercedesbenz_a,PC,4%,46% G,37% MX,MX
2022_mercedesbenz_a,PC,0%,71% G, ,G
2022_mercedesbenz_glb,MPV,5%,44% G,40% MX,MX
2022_mercedesbenz_metris,MPV,21%,47% ESP,20% G,US
2022_mercedesbenz_metris,MPV,18%,50% ESP,19% G,ESP
2022_mitsubishi_eclipsecross,MPV,0%,96% J,,J
2022_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2022_mitsubishi_eclipsecross,MPV,0%,92% J,,J
2022_mitsubishi_eclipsecross,MPV,0%,94% J,,J
2022_mitsubishi_eclipsecross,MPV,0%,97% J,,J
2022_mitsubishi_eclipsecross,MPV,0%,98% J,,J
2022_mitsubishi_eclipsecross,MPV,1%,97% J,,J
2022_mitsubishi_eclipsecross,MPV,1%,98% J,,J
2022_mitsubishi_mirage,PC,0%,90% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,,,,
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,0%,90% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_mirage,PC,0%,89% TH,,TH
2022_mitsubishi_outlander,MPV,3%,90% J,,J
2022_mitsubishi_outlander,MPV,3%,89% J,,J
2022_mitsubishi_outlander,MPV,3%,90% J,,J
2022_mitsubishi_outlander,MPV,3%,89% J,,J
2022_mitsubishi_outlander,MPV,3%,88% J,,J
2022_mitsubishi_outlander,MPV,3%,89% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_mitsubishi_outlandersport,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlandersport,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,97% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_mitsubishi_outlander,MPV,0%,96% J,,J
2022_infiniti_q70,PC,,,,
2022_infiniti_qx30,PC,,,,
2022_infiniti_qx50,MPV,10%,55% MX,25% J,MX
2022_infiniti_qx55,MPV,10%,60% MX,20% J,MX
2022_infiniti_qx,MPV,45%,,,US
2022_infiniti_q50,PC,0%,95% J,,J
2022_infiniti_q60,PC,0%,95% J,,J
2022_infiniti_qx60,MPV,,,,
2022_infiniti_qx60,MPV,,,,
2022_infiniti_qx70,PC,,,,
2022_infiniti_qx80,MPV,5%,95% J,,J
