year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2023_volkswagen_atlascrosssport,MPV,46%,24% M,16% G,USA
2023_volkswagen_atlascrosssport,MPV,45%,23% M,15% G,USA
2023_volkswagen_golfr,PC,1%,41% G,18% H,G
2023_volkswagen_golfr,PC,1%,43% G,16% H,G
2023_volkswagen_gti,PC,1%,44% G,21% H,G
2023_volkswagen_gti,PC,1%,46% G,18% H,G
2023_volkswagen_id4ev,MPV,65%,18% M, ,US
2023_volkswagen_id4ev,MPV,70%,15% M, ,US
2023_volkswagen_id4ev,MPV,75%, , ,US
2023_volkswagen_id4ev,MPV,69%,16% M, ,US
2023_volkswagen_jetta,PC,5%,34% M,15% JP,M
2023_volkswagen_jetta,PC,5%,35% M, ,M
2023_volkswagen_jetta,PC,5%,34% M,16% G,M
2023_volkswagen_jetta,PC,4%,33% M,19% G,M
2023_volkswagen_passat,PC,28%,44% M, ,USA
2023_volkswagen_taos,MPV,4%,33% M,,M
2023_volkswagen_taos,MPV,5%,33% M,18% G,M
2023_volkswagen_tiguan,MPV,5%,36% M,,M
2023_volkswagen_tiguan,MPV,4%,34% M,,M
2023_volvo_s60,PC,35%,20% SE,10% MX,USA
2023_volvo_s60,PC,35%,15% SE,10% MX,USA
2023_volvo_s60,PC,35%,15% SE,10% MX,USA
2023_volvo_s60,PC,30%,20% SE,10% MX,USA
2023_volvo_s60,PC,30%,20% SE,10% MX,USA
2023_volvo_s60,PC,30%,15% SE,10% MX,USA
2023_volvo_s60hybrid,PC,25%,15% SE,15% K,USA
2023_volvo_s60hybrid,PC,25%,15% SE,15% K,USA
2023_volvo_s60hybrid,PC,25%,15% SE,15% K,USA
2023_volvo_s60hybrid,PC,25%,15% SE,10% K ,USA
2023_volvo_v60hybrid,PC,1%,30% SE,20% PL,SE
2023_volvo_s90,PC,1%,75% CH,10% J,CH
2023_volvo_s90,PC,1%,75% CH,10% J,CH
2023_volvo_s90,PC,1%,75% CH,10% SE,CH
2023_volvo_s90hybrid,PC,1%,45% CH,15% K,CH
2023_volvo_s90hybrid,PC,1%,45% CH,15% K,CH
2023_volvo_v60crosscountry,MPV,1%,40% SE,10% PL,SE
2023_volvo_v90crosscountry,MPV,1%,45% SE,10% CZ,SE
2023_volvo_xc40,MPV,1%,20% SE,20% BE,BE
2023_volvo_xc40,MPV,1%,20% BE,20% SE,BE
2023_volvo_xc40,MPV,1%,20% BE,20% SE,BE
2023_volvo_xc40,MPV,1%,25% SE,25% BE,BE
2023_volvo_xc40,MPV,1%,25% SE,25% BE,BE
2023_volvo_xc40,MPV,1%,25% SE,25% BE,BE
2023_volvo_xc40hybrid,MPV,1%,40% PL,25% CH,BE
2023_volvo_xc40hybrid,MPV,1%,30% CH,10% BE,BE
2023_volvo_xc60,MPV,1%,40% SE,10% BE,SE
2023_volvo_xc60,MPV,1%,40% SE,10% BE,SE
2023_volvo_xc60,MPV,1%,40% SE,10% CH,SE
2023_volvo_xc60,MPV,1%,45% SE,10% BE,SE
2023_volvo_xc60,MPV,1%,40% SE,10% BE,SE
2023_volvo_xc60,MPV,1%,40% SE,10% BE,SE
2023_volvo_xc60,MPV,1%,40% SE,10% CZ,SE
2023_volvo_xc60,MPV,1%,40% SE,10% CZ,SE
2023_volvo_xc60hybrid,MPV,1%,30% SE,20% PL,SE
2023_volvo_xc60hybrid,MPV,1%,30% SE,20% PL,SE
2023_volvo_xc60hybrid,MPV,1%,30% SE,20% PL,SE
2023_volvo_xc60,MPV,5%,30% SE,20% PL,SE
2023_volvo_xc90,MPV,1%,50% SE,10% BE,SE
2023_volvo_xc90,MPV,1%,50% SE,10% BE,SE
2023_volvo_xc90,MPV,1%,50% SE,10% CZ,SE
2023_volvo_xc90,MPV,1%,50% SE,10% CZ,SE
2023_volvo_xc90,MPV,1%,50% SE,10% CZ,SE
2023_volvo_xc90,MPV,1%,50% SE,10% CZ,SE
2023_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE
2023_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE
2023_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE
2023_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE
2023_volvo_xc90hybrid,MPV,1%,35% SE,20% PL,SE
