year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1
2021_volkswagen_gti,PC,7%,35% M,24%G,M
2021_volkswagen_id4ev,MPV,1%,46% CH,39% G,G
2021_volkswagen_id4ev,MPV,1%,46% CH,38% G,G
2021_volkswagen_id4ev,MPV,0%,43% G,43% CH,G
2021_volkswagen_id4ev,MPV,0%,42% G,41% CH,G
2021_volkswagen_jetta,PC,9%,35% M,19% BR,M
2021_volkswagen_jetta,PC,9%,34% M,16%BR,M
2021_volkswagen_jetta,PC,5%,39% M,19% G,M
2021_volkswagen_jetta,PC,5%,38% M,24% G,M
2021_volkswagen_passat,PC,39%,41% M, ,USA
2021_volkswagen_tiguan,MPV,7%,37% M,,M
2021_volkswagen_tiguan,MPV,7%,35% M,,M
2021_volvo_s60,PC,20%,20% SE,15% BE,USA
2021_volvo_s60,PC,20%,20% SE,15% BE,USA
2021_volvo_s60,PC,10%,20% BE,15% SE,USA
2021_volvo_s60hybrid,PC,17%,15% JP,10% SE,USA
2021_volvo_v60,PC,5%,25% SE,20% BE,SE
2021_volvo_v60,PC,5%,20% SE,20% BE,SE
2021_volvo_v60hybrid,PC,5%,15% SE,15% BE,SE
2021_volvo_v60,PC,5%,15% SE,15% BE,SE
2021_volvo_v60,PC,5%,20% SE,20% BE,SE
2021_volvo_v60,PC,0%,25% BE,20% SE,BE
2021_volvo_v60,PC,5%,20% SE,20% BE,BE
2021_volvo_v60,PC,1%,20% SE,20% BE,SE
2021_volvo_s90,PC,1%,45% CH,20% SE,CH
2021_volvo_s90hybrid,PC,3%,30% CH,15% SE,CH
2021_volvo_v90,PC,1%,30% SE,10% G,SE
2021_volvo_v90,PC,1%,35% SE,10% G,SE
2021_volvo_v90,MPV,1%,30% SE,15% G,SE
2021_volvo_xc40,MPV,1%,25% BE,20% SE,BE
2021_volvo_xc40,MPV,1%,20% SE,15% BE,BE
2021_volvo_xc40,MPV,1%,20% BE,20% SE,BE
2021_volvo_xc60,MPV,1%,25% SE,15% BE,SE
2021_volvo_xc60hybrid,MPV,3%,20% SE,10% KR,SE
2021_volvo_xc60hybrid,MPV,3%,15% SE,15% CH,SE
2021_volvo_xc60,MPV,1%,20% SE,15% BE,SE
2021_volvo_xc60,MPV,1%,25% SE,15% BE,SE
2021_volvo_xc90,MPV,1%,35% SE,10% G,SE
2021_volvo_xc90,MPV,1%,35% SE,10% G,SE
2021_volvo_xc90,MPV,1%,50% SE,10% BE,SE
2021_volvo_xc90,MPV,1%,30% SE,10% G,SE
2021_volvo_xc90hybrid,MPV,3%,30% SE,10% G,SE
2021_volvo_xc90hybrid,MPV,3%,30% SE,10% KR,SE
