Manufacturers,Makes,Carlines,year_make_model,vehicle_type,pcUSCA_content,pcOth1_content,pcOth2_content,assembly1,assembly2,engine1,engine2,transmission1,transmission2,,
Mitsubishi Motors Corporation,Mitsubishi,Outlander SE 2WD,2020_mitsubishi_outlander,MPV,0%,97% J,,J,,J,,J,,,
Mitsubishi Motors Corporation,Mitsubishi,Outlander SE 4WD,2020_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,,,
Mitsubishi Motors Corporation,Mitsubishi,Outlander SE 4WD,2020_mitsubishi_outlander,MPV,0%,96% J,,J,,J,,J,,,
Mitsubishi Motors Corporation,Mitsubishi,Outlander SEL 2WD,2020_mitsubishi_outlander,MPV,1%,91% J,,J,,J,,J,,,
Mitsubishi Motors Corporation,Mitsubishi,Outlander SEL 2WD,2020_mitsubishi_outlander,MPV,1%,91% J,,J,,J,,J,,,
Mitsubishi Motors Corporation,Mitsubishi,Oulander SEL 4WD,2020_mitsubishi_outlander,MPV,1%,92% J,,J,,J,,J,,,
Mitsubishi Motors Corporation,Mitsubishi,Oulander SEL 4WD,2020_mitsubishi_outlander,MPV,1%,92% J,,J,,J,,J,,,
"Nissan North America, Inc",Infiniti,QX50,2020_infiniti_qx50,MPV,15%,45% MX,25% J,MX,,J,,MX,,,
"Nissan North America, Inc",Infiniti,QX60,2020_infiniti_qx60,MPV,50%,,,US,,US,,MX,,,
"Nissan North America, Inc",Infiniti,Q50,2020_infiniti_q50,PC,0%,100% J,,J,,J,,J,,,
"Nissan North America, Inc",Infiniti,Q60,2020_infiniti_q60,PC,0%,95% J,,J,,J,,J,,,
"Nissan North America, Inc",Infiniti,QX80,2020_infiniti_qx80,MPV,5%,95% J,,J,,J,,J,,,
"Nissan North America, Inc",Nissan,370Z Coupe,2020_nissan_370z,PC,0%,100% J,,J,,J,,J,,,
"Nissan North America, Inc",Nissan,370Z Roadster,2020_nissan_370z,PC,5%,60% J,35% G,J,,J,,J,,,
"Nissan North America, Inc",Nissan,Altima 4CYL,2020_nissan_altima,PC,50%,15% MX,,US,,MX,,MX,,,
"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,2020_nissan_altima,PC,50%,15% MX,,US,,J,,MX,,,
"Nissan North America, Inc",Nissan,Altima 4CYL,2020_nissan_altima,PC,50%,15% MX,,US,,MX,,MX,,,
"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,2020_nissan_altima,PC,50%,15% MX,,US,,J,,MX,,,
"Nissan North America, Inc",Nissan,Armada,2020_nissan_armada,MPV,5%,95% J,,J,,J,,J,,,
"Nissan North America, Inc",Nissan,Armada,2020_nissan_armada,MPV,5%,95% J,,J,,J,,J,,,
"Nissan North America, Inc",Nissan,Frontier,2020_nissan_frontier,Truck,50%,20% J,,US,,J,,J,,,
"Nissan North America, Inc",Nissan,GT-R,2020_nissan_gtr,PC,0%,100% J,,J,,J,,J,,,
"Nissan North America, Inc",Nissan,Kicks,2020_nissan_kicks,PC,20%,60% MX,,MX,,US,,MX,,,
"Nissan North America, Inc",Nissan,Leaf,2020_nissan_leaf,PC,35%,40% J,,US,,J,,J,,,
"Nissan North America, Inc",Nissan,Maxima,2020_nissan_maxima,PC,50%,15% MX,,US,,US,,MX,,,
"Nissan North America, Inc",Nissan,Murano ,2020_nissan_murano,MPV,55%,,,US,,US,,MX,,,
"Nissan North America, Inc",Nissan,NV200  Cargo,2020_nissan_nv200,Truck,20%,65% MX,15% J,MX,,J,,MX,,,
"Nissan North America, Inc",Nissan,Pathfinder - 4CYL & 6CYL,2020_nissan_pathfinder,MPV,55%,,,US,,US,,MX,,,
"Nissan North America, Inc",Nissan,Rogue Sport,2020_nissan_roguesport,MPV,0%,95% J,,J,,J,,MX,,,
"Nissan North America, Inc",Nissan,Rogue,2020_nissan_rogue,MPV,20%,30% J,15% K,US,,US,,MX,,,
"Nissan North America, Inc",Nissan,Rogue,2020_nissan_rogue,MPV,20%,30% J,15% K,J,,J,,J,,,
"Nissan North America, Inc",Nissan,Rogue,2020_nissan_rogue,MPV,20%,30% J,15% K,K,,J,,J,,,
"Nissan North America, Inc",Nissan,Sentra,2020_nissan_sentra,PC,10%,60% MX,15% J,MX,,US,,MX,,,
"Nissan North America, Inc",Nissan,Titan,2020_nissan_titan,Truck,50%,15% J,,US,,US,,J,,,
"Nissan North America, Inc",Nissan,Versa Sedan,2020_nissan_versa,PC,20%,60% MX,,MX,,US,,MX,,,
"Nissan North America, Inc",Nissan,Versa Sedan,2020_nissan_versa,PC,20%,60% MX,,MX,,US,,ESP,,,
Polestar,Polestar,PS1 Aut (8vxl) FWD + ERAD,2020_polestar_1,PC,1%,40% CH,20% SE,CH,,SE,,JP,,,
Porsche AG,Porsche,Macan,2020_porsche_macan,MPV,0%,55% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Macan S,2020_porsche_macan,MPV,0%,56% Germany,18% Hungary,"Leipzig,
Germanv",,H,,G ,,,
Porsche AG,Porsche,Macan Turbo,2020_porsche_macan,MPV,0%,58% Germany,16% Hungary,"Leipzig,
Germanv",,H,,G ,,,
Porsche AG,Porsche,Cayenne Coupe,2020_porsche_cayenne,MPV,0%,37% Germany,31% Slovakia,"Bratislava,
Slovakia",,H,,G ,,,
Porsche AG,Porsche,Cayenne Coupe Turbo,2020_porsche_cayenne,MPV,1%,55% Germany,25% Slovakia,"Bratislava,
Slovakia",,G,,G ,,,
Porsche AG,Porsche,Cayenne E-Hybrid,2020_porsche_cayennehybrid,MPV,0%,37% Germany,24% Slovakia,"Bratislava,
Slovakia",,H,,G ,,,
Porsche AG,Porsche,911 Carrera S,2020_porsche_911,PC,0%,73%Germany,,"Stuttgart,
Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera S Cabriolet,2020_porsche_911,PC,0%,75% Germany,,"Stuttgart,
Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera 4S,2020_porsche_911,PC,0%,74% Germany,,"Stuttgart,
Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera 4S Cabriolet,2020_porsche_911,PC,0%,76% Germany,,"Stuttgart,
Germanv",,G,,G ,,,
Porsche AG,Porsche,Panamera 4 E-Hybrid,2020_porsche_panamerahybrid,PC,0%,57%Germany,,"Leipzig,
Germanv",,H,,G ,,,
Porsche AG,Porsche,Panamera 4S,2020_porsche_panamera,PC,0%,60%Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera GTS,2020_porsche_panamera,PC,0%,69% Germany,,"Leipzig,
Germany",,G,,G ,,,
Porsche AG,Porsche,Panamera Turbo,2020_porsche_panamera,PC,0%,67% Germany,,"Leipzig,
Germany",,G,,G ,,,
Porsche AG,Porsche,Panamera Turbo S E-Hybrid,2020_porsche_panamera,PC,0%,63% Germany,,"Leipzig,
Germany",,G,,G ,,,
Porsche AG,Porsche,"Panamera Turbo S E-Hybrid
Executive",2020_porsche_panamera,PC,0%,62% Germany,,"Leipzig,
Germanv",,G,,G ,,,
Porsche AG,Porsche,Panamera 4 Sport Turismo,2020_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,"Panamera 4 E-Hybrid Sport
Tourismo",2020_porsche_panamera,PC,0%,56% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera 4S Sport Turismo,2020_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera GTS Sport Turismo,2020_porsche_panamera,PC,0%,68% Germany,,"Leipzig,
Germanv",,G,,G ,,,
Porsche AG,Porsche,Panamera Turbo Sport Turismo,2020_porsche_panamera,PC,0%,66% Germany,,"Leipzig,
Germany",,G,,G ,,,
Porsche AG,Porsche,Panamera,2020_porsche_panamera,PC,0%,61% Germany,,"Leipzig,
Germanv",,H,,G ,,,
Porsche AG,Porsche,Panamera 4,2020_porsche_panamera,PC,0%,62% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera 4 Executive,2020_porsche_panamera,PC,0%,60% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera 4 E-Hybrid Executive,2020_porsche_panamera,PC,0%,55% Germany,,"Leipzig,
Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera 4S Executive,2020_porsche_panamera,PC,0%,59% Germany,,"Leipzig,
Germanv",,H,,G ,,,
Porsche AG,Porsche,Panamera Turbo Executive,2020_porsche_panamera,PC,0%,71% Germany,,"Leipzig,
Germany",,G,,G ,,,
Porsche AG,Porsche,"Panamera Turbo S E-Hybrid
Sport Turismo",2020_porsche_panamera,PC,0%,67% Germany,,"Leipzig,
Germanv",,G,,G ,,,
Porsche AG,Porsche,"Panamera 4 E-Hybrid
Edition 10",2020_porsche_panamera,PC,1%,57% Germany,,"Leipzig,
Germanv",,H,,G ,,,
Porsche AG,Porsche,Cayenne Turbo,2020_porsche_cayenne,PC,1%,47% Germany,28% Slovakia,"Bratislava, Slovakia",,G,,G ,,,
Porsche AG,Porsche,Cayenne S,2020_porsche_cayenne,PC,1%,32% Slovakia,31% Germany,"Bratislava, Slovakia",,H,,G ,,,
Porsche AG,Porsche,Cayenne S Coupe,2020_porsche_cayenne,PC,0%,36% Slovakia,28% Germany,"Bratislava, Slovakia",,H,,G ,,,
Porsche AG,Porsche,Cayenne,2020_porsche_cayenne,PC,2%,34% Slovakia,28% Germany,"Bratislava, Slovakia",,H,,G ,,,
Porsche AG,Porsche,Cayenne Coupe E-Hybrid,2020_porsche_cayenne,PC,0%,35% Germany,20% Slovakia,"Bratislava, Slovakia",,H,,G ,,,
Porsche AG,Porsche,718 Cayman 6,2020_porsche_cayman,PC,0%,73% Germany,,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster 6,2020_porsche_boxster,PC,0%,76% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman GT4,2020_porsche_cayman,PC,0%,75% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Spyder,2020_porsche_spyder,PC,0%,79% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera,2020_porsche_911,PC,0%,75% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera 4,2020_porsche_911,PC,0%,76% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera 4 Cabriolet,2020_porsche_911,PC,0%,77% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,911 Carrera Cabriolet,2020_porsche_911,PC,0%,76% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,Taycan Turbo,2020_porsche_taycan,PC,0%,52% Germany,23% Poland,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,Taycan Turbo S,2020_porsche_taycan,PC,0%,56% Germany,20% Poland,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,Cayenne Coupe Turbo S E-Hybrid,2020_porsche_cayenne,PC,0%,51% Germany,31% Slovakia,"Bratislava, Slovakia",,G,,G ,,,
Porsche AG,Porsche,Cayenne Turbo S E-Hybrid,2020_porsche_cayenne,PC,0%,51% Germany,30% Slovakia,"Bratislava, Slovakia",,G,,G ,,,
Porsche AG,Porsche,Panamera Edition 10 Yr,2020_porsche_panamera,PC,1%,62% Germany, ,"Leipzig, Germany",,H,,G ,,,
Porsche AG,Porsche,Panamera 4 Edition 10 Yr,2020_porsche_panamera,PC,1%,63% Germany, ,"Leipzig, Germany",,H,,G ,,,
Porsche AG,Porsche,Macan GTS,2020_porsche_macan,PC,0%,61% Germany,18% Hungary,"Leipzig, Germany",,G,,G ,,,
Porsche AG,Porsche,Taycan 4S w Perf Pack,2020_porsche_taycan,PC,0%,53% Germany,24% Poland,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster T,2020_porsche_boxster,PC,0%,79% Germany,,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster T,2020_porsche_boxster,PC,0%,79% Germany, ,"Osnabrueck, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman T,2020_porsche_cayman,PC,0%,76% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman T,2020_porsche_cayman,PC,0%,76% Germany, ,"Osnabrueck, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster,2020_porsche_boxster,PC,0%,78% Germany,,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster,2020_porsche_boxster,PC,0%,78% Germany, ,"Osnabrueck, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster S,2020_porsche_boxster,PC,0%,77% Germany,,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Boxster S,2020_porsche_boxster,PC,0%,77% Germany, ,"Osnabrueck, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman,2020_porsche_cayman,PC,0%,77% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman,2020_porsche_cayman,PC,0%,77% Germany, ,"Osnabrueck, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman S,2020_porsche_cayman,PC,0%,76% Germany, ,"Stuttgart, Germany",,G,,G ,,,
Porsche AG,Porsche,718 Cayman S,2020_porsche_cayman,PC,0%,76% Germany, ,"Osnabrueck, Germany",,G,,G ,,,
Subaru,Subaru,Impreza,2020_subaru_impreza,PC,45%,40% J,,US,,J,,J,,,
Subaru,Subaru,WRX,2020_subaru_wrx,PC,0%,90% J,,J,,J,,J,,,
Subaru,Subaru,STI S209,2020_subaru_sti,PC,0%,95% J,,J,,J,,J,,,
Subaru,Subaru,Legacy,2020_subaru_legacy,PC,50%,40% J,,US,,J,,J,,,
Subaru,Subaru,BRZ,2020_subaru_brz,PC,0%,90% J,,J,,J,,J,,,
Subaru,Toyota,86,2020_toyota_86,PC,0%,90% J,,J,,J,,J,,,
Subaru,Subaru,Crosstrek,2020_subaru_crosstrek,MPV,5%,90%,,J,,J,,J,,,
Subaru,Subaru,Outback,2020_subaru_outback,MPV,45%,40% J,,US,,J,,J,,,
Subaru,Subaru,Ascent,2020_subaru_ascent,MPV,50%,30% J,,US,,J,,J,,,
Tesla Inc.,Tesla,Model S,2020_tesla_models,PC,55%,"15%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Tesla Inc.,Tesla,Model X,2020_tesla_modelx,MPV,50%,"25%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Tesla Inc.,Tesla,Model 3 Standard Range,2020_tesla_model3,PC,45%,"20%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Tesla Inc.,Tesla,"Model 3 Mid Range/
 Long Range RWD",2020_tesla_model3,PC,50%,"25%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Tesla Inc.,Tesla,"Model 3 Long Range AWD/
Performance",2020_tesla_model3,PC,50%,"20%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Tesla Inc.,Tesla,Model 3 Performance,2020_tesla_model3,PC,50%,"20%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Tesla Inc.,Tesla,Model Y,2020_tesla_modely,MPV,55%,"20%
Mexico ",,"Fremont, CA",,USA,,USA ,,,
Toyota,Toyota,Toyota 86,2020_toyota_86,PC,0%,90% J,,J,,J,,J,,,
Toyota,Lexus,GX460,2020_lexus_gx,MPV,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,ES 350,2020_lexus_es,PC,60%,25% J,,US,,US,J,US ,,,
Toyota,Lexus,ES Hybrid,2020_lexus_eshybrid,PC,40%,50% J,,US,,US,,J,,,
Toyota,Lexus,GS350,2020_lexus_gs,PC,0%,100% J,,,,,,,,,
Toyota,Lexus,GS F,2020_lexus_gsf,PC,0%,100% J,,,,,,,,,
Toyota,Lexus,IS300 / 350,2020_lexus_is,PC,0%,100% J,,,,,,,,,
Toyota,Lexus,LC 500,2020_lexus_lc,PC,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,LC 500h,2020_lexus_lchybrid,PC,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,LS 500,2020_lexus_ls,PC,0%,100% J,,,,,,,,,
Toyota,Lexus,LS 500h,2020_lexus_lshybrid,PC,0%,100% J,,,,,,,,,
Toyota,Lexus,LX570,2020_lexus_lx,PC,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,NX,2020_lexus_nx,MPV,5%,95% J,,J,,J,,J,,,
Toyota,Lexus,NX Hybrid,2020_lexus_nxhybrid,MPV,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,UX,2020_lexus_ux,MPV,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,UX Hybrid,2020_lexus_uxhybrid,MPV,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,RX350,2020_lexus_rx,MPV,55%,35% J,,CAN,,US,J,J,,,
Toyota,Lexus,RX450h,2020_lexus_rxhybrid,MPV,35%,55% J,,CAN,,J,,J,,,
Toyota,Lexus,RX350L,2020_lexus_rx,MPV,5%,95% J,,J,,J, ,J,,,
Toyota,Lexus,RX450hL,2020_lexus_rxhybrid,MPV,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,RC,2020_lexus_rc,PC,0%,100% J,,J,,J,,J,,,
Toyota,Lexus,RC F,2020_lexus_rcf,PC,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,Mirai,2020_toyota_mirai,PC,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,4Runner,2020_toyota_4runner,MPV,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,Avalon,2020_toyota_avalon,PC,60%,15% J,,US,,US,,US,J,,
Toyota,Toyota,Avalon Hybrid,2020_toyota_avalonhybrid,PC,45%,35% J,,US,,US,,J,,,
Toyota,Toyota,Camry,2020_toyota_camry,PC,65%,10% J,,US,,US,J,US,J,,
Toyota,Toyota,Camry Hybrid,2020_toyota_camryhybrid,PC,45%,45% J,,US,,US,,J,,,
Toyota,Toyota,C-HR,2020_toyota_chr,PC,0%,70% J,,J,T,J,,J,,,
Toyota,Toyota,Corolla  HB,2020_toyota_corolla,PC,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,Corolla  ,2020_toyota_corolla,PC,30%,60% J,,J,US,US,J,J,,,
Toyota,Toyota,Corolla  Hybrid,2020_toyota_corollahybrid,PC,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,Highlander,2020_toyota_highlander,MPV,60%,20% J,,US, ,US,,US,J,,
Toyota,Toyota,Highlander Hybrid,2020_toyota_highlanderhybrid,MPV,45%,40% J,,US, ,US,J,US,J,,
Toyota,Toyota,Land Cruiser200,2020_toyota_landcruiser,MPV,0%,100% J,,J,J,J,,J,,,
Toyota,Toyota,Prius ,2020_toyota_prius,PC,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,Prius Prime,2020_toyota_priusprime,PC,0%,100% J,,J,,J,,J,,,
Toyota,Toyota,RAV4,2020_toyota_rav4,PC,50%,40% J,,J,CN,US,J,J,,,
Toyota,Toyota,RAV4 Hybrid,2020_toyota_rav4hybrid,PC,35%,55% J,,J,CN,US,J,J,,,
Toyota,Toyota,Sequoia,2020_toyota_sequoia,MPV,50%,25% J,,US,,US,,US,,,
Toyota,Toyota,Sienna,2020_toyota_sienna,MPV,65%,25% J,,US,,US,,J,,,
Toyota,Toyota,Tacoma,2020_toyota_tacoma,Truck,55%,15% J,,US,MX,US,J,US,TH,,
Toyota,Toyota,Tundra,2020_toyota_tundra,Truck,60%,10% MX,,US,,US,,US,,,
Volkswagen,Volkswagen,Arteon,2020_volkswagen_arteon,PC,1%,65%G,,G,,H,,JP,,,
Volkswagen,Volkswagen,Atlas,2020_volkswagen_atlas,MPV,50%,35%M,,USA,,M (2.0L),,JP,,,
Volkswagen,Volkswagen,Atlas,2020_volkswagen_atlas,MPV,45%,21%M,18%G,USA,,G (3.6L),,JP,,,
Volkswagen,Volkswagen,Atlas Cross Sport,2020_volkswagen_atlascrosssport,MPV,44%,19%G,18%M,USA,,G (2.0L),,JP,,,
Volkswagen,Volkswagen,Atlas Cross Sport,2020_volkswagen_atlascrosssport,MPV,44%,22%G,19%M,USA,,M (3.6L),,JP,,,
Volkswagen,Volkswagen,Golf,2020_volkswagen_golf,PC,8%,27%M,16%BR,M,,BR,,JP,,,
Volkswagen,Volkswagen,Golf GTI,2020_volkswagen_golf,PC,10%,27%M,24%G,M,,M, ,G,,,
Volkswagen,Volkswagen,Jetta,2020_volkswagen_jetta,PC,4%,34%M,17%BR,M,,BR,,G (man.),,,
Volkswagen,Volkswagen,Jetta,2020_volkswagen_jetta,PC,6%,32%M,16%BR,M,,BR,,JP (auto.),,,
Volkswagen,Volkswagen,Jetta GLI ,2020_volkswagen_jetta,PC,6%,35%M,17%G,M,,M,,G (man.),,,
Volkswagen,Volkswagen,Jetta GLI ,2020_volkswagen_jetta,PC,5%,33%M,23%G,M,,M,,G (auto.),,,
Volkswagen,Volkswagen,Passat,2020_volkswagen_passat,PC,44%,24%M,16%JP,USA,,M,,JP,,,
Volkswagen,Volkswagen,Tiguan ,2020_volkswagen_tiguan,MPV,10%,35%M,,M,,M,,JP,,,
Volkswagen,Volkswagen,Tiguan (4MOTION),2020_volkswagen_tiguan,MPV,7%,41%M,,M,,M,,JP,,,
Volvo,Volvo,S60 Aut (8vxl) FWD (T5 FWD),2020_volvo_s60,PC,20%,20% SE,15% BE,USA, ,SE, ,JP,,,
Volvo,Volvo,S60 Aut (8vxl) AWD (T6 AWD),2020_volvo_s60,PC,20%,20% SE,20% BE,USA, ,SE, ,JP,,,
Volvo,Volvo,S60 Aut (8vxl) FWD + AWD (T8 AWD),2020_volvo_s60,PC,10%,20% BE,15% SE,USA, ,SE, ,JP,,,
Volvo,Volvo,S60 Aut (8vxl) FWD + AWD (Polestar Engineered),2020_volvo_s60hybrid,PC,17%,15% JP,10% SE,USA, ,SE, ,JP,,,
Volvo,Volvo,V60 Aut (8vxl) FWD (T5 FWD),2020_volvo_v60,PC,1%,30% BE,20% SE,BE, ,SE, ,JP,,,
Volvo,Volvo,V60 Aut (8vxl) FWD + AWD (Polestar Engineered),2020_volvo_v60hybrid,PC,1%,30% BE,20% SE,BE, ,SE, ,JP,,,
Volvo,Volvo,S90 Aut (8vxl) AWD (T6 AWD),2020_volvo_s90,PC,1%,45% CH,20% SE,CH, ,SE, ,JP,,,
Volvo,Volvo,S90 Aut (8vxl) FWD + ERAD (T8 AWD),2020_volvo_s90hybrid,PC,3%,30% CH,20% SE,CH, ,SE, ,JP,,,
Volvo,Volvo,V90 Aut (8vxl) FWD (T5 FWD),2020_volvo_v90,PC,1%,30% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,V90 Aut (8vxl) AWD (T6 AWD),2020_volvo_v90,PC,1%,35% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,V60 CC Aut (8vxl) AWD (T5 AWD),2020_volvo_v60,MPV,1%,20% SE,20% BE,SE, ,SE, ,JP,,,
Volvo,Volvo,V90 CC Aut (8vxl) AWD (T6 AWD),2020_volvo_v90,MPV,1%,30% SE,15% G,SE, ,SE, ,JP,,,
Volvo,Volvo,XC40 Aut (8vxl) AWD (T5 AWD),2020_volvo_xc40,MPV,1%,25% BE,20% SE,BE, ,SE, ,JP,,,
Volvo,Volvo,XC40 Aut (8vxl) FWD (T4 FWD),2020_volvo_xc40,MPV,1%,20% BE,20% SE,BE, ,SE, ,JP,,,
Volvo,Volvo,XC60 Aut (8vxl) AWD (T6 AWD),2020_volvo_xc60,MPV,1%,25% SE,15% BE,SE, ,SE, ,JP,,,
Volvo,Volvo,XC60 Aut (8vxl) FWD + ERAD (T8 AWD),2020_volvo_xc60hybrid,MPV,3%,20% SE,10% KR,SE, ,SE, ,JP,,,
Volvo,Volvo,XC60 Aut (8vxl) FWD + ERAD (Polestar Engineered),2020_volvo_xc60hybrid,MPV,3%,20% SE,15% CH,SE, ,SE, ,JP,,,
Volvo,Volvo,XC60 Aut (8vxl) AWD (T5 AWD),2020_volvo_xc60,MPV,1%,25% SE,15% BE,SE, ,SE, ,JP,,,
Volvo,Volvo,XC60 Aut (8vxl) FWD (T5 FWD),2020_volvo_xc60,MPV,1%,25% SE,10% BE,SE, ,SE, ,JP,,,
Volvo,Volvo,XC90 Aut (8vxl) AWD (T5 AWD),2020_volvo_xc90,MPV,1%,30% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,XC90 Aut (8vxl) FWD (T5 FWD),2020_volvo_xc90,MPV,1%,30% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,XC90 Aut (8vxl) AWD (T6 AWD) (6 seat),2020_volvo_xc90,MPV,1%,30% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,XC90 Aut (8vxl) AWD (T6 AWD),2020_volvo_xc90,MPV,1%,40% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,XC90 Aut (8vxl) FWD + ERAD (T8 AWD) (6 seat),2020_volvo_xc90hybrid,MPV,3%,30% SE,10% G,SE, ,SE, ,JP,,,
Volvo,Volvo,XC90 Aut (8vxl) FWD + ERAD (T8 AWD),2020_volvo_xc90hybrid,MPV,3%,30% SE,10% KR,SE, ,SE, ,JP,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
